Author,Handle,Post,Date,Likes,Reposts,Comments,Post Link,Profile Lİnk
Mr Man,@Papasmurf_Ke,"@KenyaPower_Care when will the transformer you removed from Kilifi Mtaani area be Returned, it's too hot in Kilifi and things are going bad in the Refrigerators",Jan 30,,,1,,
C.O.D.E.Z.E.R.O,@RennyAlber,"its not about power outage, its about vandalism, how do Kenya Power staff be at the transformer by 6am, and they behave suspicious, no vehicle, no safety boots, just wood sticks and pliars",Jan 30,,,1,,
Charity Wambui,@Charity_Wambo,"There has been power outage in Mihang'o utawala area since Sunday night.
How long does it take for kplc to replace faulty transformer?
This is very annoying and frustrating. 
Metre no 54501797614",Jan 30,2,,3,,
eric,@Ericabneramara,Gituamba_Gachie road Ruaka. Therr is a transformer about to blow!!!!,Jan 30,,,,,
Aggrey Alwala,@AlwalaAggrey,"You had the whole day to address tht problem since it was on and off,but now those with work and depending on power have to stop halfway,in recent time your service has been very poor with high bills",January 30,,,,,
Emmah Anne,@Ann_Emmah,"SAO4XG4FB0 Confirmed. Ksh500.00 sent to KPLC PREPAID for account 37176140590 on 24/1/24 at 12:01 PM New M-PESA balance is Ksh1,121.03. Transaction cost, Ksh5.00.Amount you can transact within the day is 499,500.00. Pay your water/KPLC bill conveniently using M-PESA APP or use Pay",January 30,,,4,,
Mwenda,@Sir_Flekx,"SAM1SLXNLF Confirmed. Ksh1,500.00 sent to KPLC PREPAID for account 37231767528 on 22/1/24 at 8:59 PM New M-PESA balance is Ksh18.51. Transaction cost, Ksh15.00.Amount you can transact within the day is 498,500.00. Pay your water/KPLC bill conveniently using M-PESA APP",January 30,,,4,,
Lil,@lilyke,"@KenyaPower_Care, why am i receiving bills after two weeks for #733572? 12 Jan.  26 Jan. ??",January 30,,,1,,
Aggrey Alwala,@AlwalaAggrey,"You had the whole day to address tht problem since it was on and off,but now those with work and depending on power have to stop halfway,in recent time your service has been very poor with high bills",January 30,,,,,
Emmah Anne,@Ann_Emmah,"SAO4XG4FB0 Confirmed. Ksh500.00 sent to KPLC PREPAID for account 37176140590 on 24/1/24 at 12:01 PM New M-PESA balance is Ksh1,121.03. Transaction cost, Ksh5.00.Amount you can transact within the day is 499,500.00. Pay your water/KPLC bill conveniently using M-PESA APP or use Pay",January 30,,,4,,
Mwenda,@Sir_Flekx,"SAM1SLXNLF Confirmed. Ksh1,500.00 sent to KPLC PREPAID for account 37231767528 on 22/1/24 at 8:59 PM New M-PESA balance is Ksh18.51. Transaction cost, Ksh15.00.Amount you can transact within the day is 498,500.00. Pay your water/KPLC bill conveniently using M-PESA APP",January 30,,,4,,
Lil,@lilyke,"@KenyaPower_Care, why am i receiving bills after two weeks for #733572? 12 Jan.  26 Jan. ??",January 30,,,1,,
Gicheru Smart,@Ms_Gicheru,"Transformer burst into flames at Kamae road Kahawa west. No action taken, area in darkness since Saturday.",Jan 29,,,1,,
Patrick LumumbaOkamo,@jacongo24,"This work requires a bigger team of qualified technicians to inspect right from the transformer, evaluate the possibility of overload, and shed off load or step up the supply and inspect for illegal connections. AM VERY TIRED AND FRUSTRATED",Jan 29,,,,,
Patrick LumumbaOkamo,@jacongo24,"NO POWER. One of your staff came but failed to detect where the problem was. Am not an expert, but behind Migosi police post the place where transformer was removed, there is a mesh of many cables some hanging loosely and maybe illegal connections in a slum next to it",Jan 29,,,,,
BK The Villager,@bk_ngure,@KenyaPower_Care Kahawa west Kamae Road we have no power for the last three days. Believed that the transformer got fire. Kindly restore power.,Jan 29,,,4,,
Dzanga,@DDzanga,No lights in Kilifi Mkomani area since October 2023. Transformer was to be replaced in November. Still not yet heard from or seen any KPLC Officer.,Jan 29,,,3,,
Dzanga,@DDzanga,"I live in Nairobi but my parents are in Kilifi. There's been a power outage since October last year. The rains caused the disruption of power by transformer failure. The issue was reported and a month later, the engineers came with a transformer but said that it was stepped down",Jan 29,,,3,,
@m,@m,"Dear Kenya Power. It's now One week since a transformer was removed denying us power at the EPZ area. Acc:
Account: 36182400. Name: CAROLINE. Your EPZ area officers have been lying to us about actions being taken. Nothing so far.",Jan 29,,,1,,
Samuel Ng'ang'a,@YoursNganga,@KenyaPower_Care the people of Kaharati in Murang'a have not had power since last week Sunday. It has been over a week. Please sort Acc No. 37221184544 and the people served by the transformer waone Kumkumbagya,Jan 29,,,2,,
Gicheru Smart,@Ms_Gicheru,@KenyaPower_Care how long does it take to replace a transformer? One blew up at Kahawa west Saturday evening and until now the area is in darkness. @davis_chirchir,Jan 29,,,2,,
Fridah,@Ndindafriki,"No power since yesterday. Eighty Three Park Estate! 
Ref 10619436
We should wait 7 working days, for the Transformer to be fixed?",Jan 29,,,2,,
jacky jacqueline,@jackl1n3,@KenyaPower_Care Again the transformer at Kitengela deliverance Road around KAG Church in trouble,Jan 29,,,,,
Patrick LumumbaOkamo,@jacongo24,"For the past 6 days part of Kisumu Ogango area supplied by transformer next to bridge along Kibos road just after Carwash has been experiencing perennial power outtage. I was in your emergency office yesterday, and they promised to do a thorough inspection and sort it out.",Jan 29,,,1,,
charles nyamu,@charlesnyamu15,As usual ..ignorant answers..are transformers being shipped from Europe???these answers shows mental laziness..,Jan 29,,,,,
Dougy,@douglasmanyonyi,@KenyaPower_Care so how soon should we expect the transformer to be in shape to serve? It's been close to a month now.,Jan 29,,,1,,
Sparklin,@Sparklinclean1,"All we get is empty promises. We have no power a least 2-3 days every week. Lights come back for 3-4 days, and then they go off again. REPEAT. FOR YEARS! How long do we have to live like this? We are ready to fundraise as an estate to buy a transformer.",Jan 29,,,,,
Morinzioks,@morinzioks,"@KenyaPower_Care 
What is actually happening with KPLC Thika. No one reads the electricity meter readings, but sent inflated bills demanding huge amounts of money. Last month, the estimated and actual readings,  difference was upto 30 units extract",January 29,,,,,
Hon mugao Ikunga,@Reubenmugao,"@KenyaPower_Care SAS8DONRHO Confirmed. Ksh30.00 sent to KPLC PREPAID for account 37168949677 on 28/1/24 at 7:29 PM New M-PESA balance is Ksh0.00. Transaction cost, Ksh0.00.Amount you can transact within the day is 499,930.00. Pay your water/KPLC bill conveniently using M-PESA AP",January 29,,,,,
Morinzioks,@morinzioks,"@KenyaPower_Care 
What is actually happening with KPLC Thika. No one reads the electricity meter readings, but sent inflated bills demanding huge amounts of money. Last month, the estimated and actual readings,  difference was upto 30 units extract",January 29,,,,,
Hon mugao Ikunga,@Reubenmugao,"@KenyaPower_Care SAS8DONRHO Confirmed. Ksh30.00 sent to KPLC PREPAID for account 37168949677 on 28/1/24 at 7:29 PM New M-PESA balance is Ksh0.00. Transaction cost, Ksh0.00.Amount you can transact within the day is 499,930.00. Pay your water/KPLC bill conveniently using M-PESA AP",January 29,,,,,
Riano vidal,@Rianovidal,@KenyaPower_Care Good morning which email address should customers use to request for bill statement.,January 29,,,1,,
@m,@m,Your DM requests won't be helpful here. We made too many complaints at the EPZ offices with resultant many lies. Just call EPZ office officers and reinstall the transformer. The whole line from the Stepping stones school and the environs is with no power,Jan 28,,,,,
@m,@m,"A few meters from your EPZ office block, a transformer was taken away. Allegedly stolen. You know the story. So the people who need power the that route supplies have not have electricity for almost a week. Instead of sending apologies, please be human",Jan 28,,,1,,
Larrydrizzy,@LangatHillary14,"Hello we don’t have power for 3 days now at Kabati, Kandara along Thika-kangari road. Transformer spoilt",Jan 28,,,1,,
Patrick LumumbaOkamo,@jacongo24,Part of Kisumu Ogango area supplied by transformer next to bridge along Kibos road just after Carwash has been suffering from perennial outtage  and has been without power since Thursday this week despite calls and personal visits to the emergency office. Acc 21356399,Jan 28,,,2,,
Oba Eke,@eke_oba,"@KenyaPower_Care I've overpaid my bill by 2,500, yet I keep getting messages both on text and email about it. Doesn't the system recognise that I've paid in excess and this is to be carried forward to the next bill?",January 28,,,1,,
Sparklin,@Sparklinclean1,"Please make it speedy.
Why does this happen every week for the last many years? Don't we pay your bills? Don't we pay taxes? 
We are now ready to contribute money for a new generator, and we are willing to pay whoever will help us sort this for good.",January 28,,,,,
Oba Eke,@eke_oba,"@KenyaPower_Care I've overpaid my bill by 2,500, yet I keep getting messages both on text and email about it. Doesn't the system recognise that I've paid in excess and this is to be carried forward to the next bill?",January 28,,,1,,
Kyesu,@kyesu09,"Your transformer is on and off since last year, it's inconvenience our baking industry & thus making losses. Either you get a bigger transformer since the fuse of the transformer keeps falling off. Make a permanent solution. We are tired",Jan 27,,,1,,
Leonard Jaber,@jaber_leonard,"We need someone to assist us in aila village polytechnic transformer replacement repair. It's now 2 months 3 weeks in darkness yawa. It's in Bondo sub county siaya county.
Anyone who can assist here please do",Jan 27,1,,,,
CPA. Tsehlo,@simontsehlo,"@KenyaPower_Care @davis_chirchir 
We need someone to assist us in aila village polytechnic transformer replacement repair. It's now 2 months 3 weeks in darkness yawa. It's in Bondo sub county siaya county.
Anyone who can assist here please do
0721569049",Jan 27,,,1,,
My Father's Daughter,@LizMokamba,"A transformer has just caught fire at Kahawa West, Kamae road causing power outage",Jan 27,,,,,
Edward Wanjihia,@EdwardWanjihia,@KenyaPower_Care @KenyaPower There's a black-out in Kahawa West. My A/c No.46446670. I think it's a blown up transformer from the sound heard in the whole estate before the black-out!? Kindly Assist?,Jan 27,,,1,,
JILL MURERI,@jillbill628,"Your transformer is on fire at Kamae road, Kahawa west, total blackout #safetyconcern",Jan 27,1,,2,,
The Real Don Dada,@dada_munga,@KenyaPower_Care You guys need to style & stop sleeping on ur job. Since last yr we’ve been having high voltage problem causing us to lose electronic gadgets because your technicians cant replace a faulty transformer. Maybe a lawsuit for compensation will make you wake up.,Jan 27,,,1,,
wawanjo,@chriskigotho,No power in donholm since 2 p.m after a transformer went off,Jan 27,,,1,,
wawanjo,@chriskigotho,No power in donholm since 2 p.m after a transformer went off,Jan 27,,,,,
wawanjo,@chriskigotho,No power in donholm since 2 p.m after a transformer went off,Jan 27,,,,,
wawanjo,@chriskigotho,No power in donholm since 2 p.m after a transformer went off,Jan 27,,,,,
wawanjo,@chriskigotho,No power in donholm since 2 p.m after a transformer went off,Jan 27,,,1,,
wawanjo,@chriskigotho,No power in donholm since 2 p.m after a transformer went off,Jan 27,,,,,
wawanjo,@chriskigotho,No power in donholm since 2 p.m after a transformer went off,Jan 27,,,,,
wawanjo,@chriskigotho,No power in donholm since 2 p.m after a transformer went off,Jan 27,,,,,
wawanjo,@chriskigotho,No power in donholm since 2 p.m after a transformer went off,Jan 27,,,,,
wawanjo,@chriskigotho,No power in donholm since 2 p.m after a transformer went off,Jan 27,,,1,,
wawanjo,@chriskigotho,@KenyaPower_Care no power in donholm a transformer just exploded,Jan 27,,,,,
Lo Loss,@ThisKindOfLady,"@KenyaPower_Care we've had a black out since morning in South C, Ruby Flats. Transformer at the gate has issues.",Jan 27,,,1,,
Carolyne Cherono,@CheroCarolyne2,"@KenyaPower_Care Reference Ticket No. 10613111: 

There's been a blast on our transformer and there's no power in the area, Kahara in Ngong. I have raised the issue with your office. Account number 37177037027. 

Kindly and urgently assist.",Jan 27,,,,,
Muchugi Lydia,@Njoxs,How will my account no help yet it's a whole village without lights for 6 weeks. The transformer location is Karanja Kioi. Area is Muguga.,Jan 27,1,,3,,
wawanjo,@chriskigotho,No power in donholm since 2 p.m after a transformer went off,Jan 27,,,,,
wawanjo,@chriskigotho,No power in donholm since 2 p.m after a transformer went off,Jan 27,,,,,
wawanjo,@chriskigotho,No power in donholm since 2 p.m after a transformer went off,Jan 27,,,1,,
wawanjo,@chriskigotho,@KenyaPower_Care no power in donholm a transformer just exploded,Jan 27,,,,,
Lo Loss,@ThisKindOfLady,"@KenyaPower_Care we've had a black out since morning in South C, Ruby Flats. Transformer at the gate has issues.",Jan 27,,,1,,
Carolyne Cherono,@CheroCarolyne2,"@KenyaPower_Care Reference Ticket No. 10613111: 

There's been a blast on our transformer and there's no power in the area, Kahara in Ngong. I have raised the issue with your office. Account number 37177037027. 

Kindly and urgently assist.",Jan 27,,,,,
Muchugi Lydia,@Njoxs,How will my account no help yet it's a whole village without lights for 6 weeks. The transformer location is Karanja Kioi. Area is Muguga.,Jan 27,1,,3,,
Muchugi Lydia,@Njoxs,"We weren't issued with any ref numbers as different people have reported. Karanja Kioi is the location of the transformer. Just so you know, Limuru emergency team are the worst people we've ever encountered. Zero help at all. Why are we been punished na sio sisi tulianua cables?",Jan 27,,,1,,
Lil,@lilyke,@KenyaPower_Care why I am getting 2 bills per month for #733572,January 27,,,,,
Fredrick Njoroge,@FredNjoroge,"@KenyaPower_Care Bought Token at 1:00 pm but not yet received! SAR68Z67WS Confirmed. Ksh100.00 sent to KPLC PREPAID for account 37172096242 on 27/1/24 at 1:10 PM Trans cost, Ksh0.00. Pay your water/KPLC bill conveniently using M-PESA APP or use Paybill option on Lipa Na M-PESA.",January 27,,,1,,
Martin Eshiwani,@eshiwani_martin,"Why has power bills doubled for me, my neighbors and friends?",January 27,1,,,,
IamtheSherriff,@IamtheSherriff,"@KenyaPower_Care the issue with your power supply in Ndenderu is too much , have the transformer fixed or the power supply checked , highly incoviniencing.",Jan 26,2,,3,,
Peter Kefa Mjomba,@PeterKMjomba,"@KenyaPower_Care it has been 3 days with no power, called your office and they said the transformer is faulty; there are no transformers to replace and that they have to fix the faulty one. They are unsure when it can be fixed, probably 4 to 5 days later What?!",Jan 26,,,2,,
Patrick LumumbaOkamo,@jacongo24,@KenyaPower_Care acc 21356399 Power outtage in part of Kisumu Ogango supplied by transformer next to bridge along Kibos road since 2pm. Please establish the cause and restore power supply. We are in pitch darkness despite the reports and team of technicians sent,Jan 26,,,1,,
MbuthiaWaNjeri,@rumpel_jordan,"@KenyaPower_Care
No power 12 days and counting
Off Sunday 14th night
No work No food
Transformer taken by engineers on Wednesday 17th
Githurai Kimbo Primary and Ack Church St Hellen Githurai 45
54601300707
#Githurai45Blackout 
#SwitchOffKPLC 
#KenyaPowerMonopolySucks
KPLC",Jan 26,,,,,
MbuthiaWaNjeri,@rumpel_jordan,"@KenyaPower_Care
No power 12 days and counting
Off Sunday 14th night
No work No food
Transformer taken by engineers on Wednesday 17th
Githurai Kimbo Primary and Ack Church St Hellen Githurai 45
54601300707
#Githurai45Blackout 
#SwitchOffKPLC 
#KenyaPowerMonopolySucks
KPLC",Jan 26,,,,,
MbuthiaWaNjeri,@rumpel_jordan,"@KenyaPower_Care
No power 12 days and counting
Off Sunday 14th night
No work No food
Transformer taken by engineers on Wednesday 17th
Githurai Kimbo Primary and Ack Church St Hellen Githurai 45
54601300707
#Githurai45Blackout 
#SwitchOffKPLC 
#KenyaPowerMonopolySucks
KPLC",Jan 26,,,,,
S_Kay,@karu_sue,"@KenyaPower_Care please tell me why I have reconnection fee on my bill when it has never been disconnected?
I have been sending estimate payments since during that period the meter was blank nothing to be read. Reported but not sure if your guys ever came. Meter 30314801.",January 26,,,2,,
Mekatilili_KE,@Mekatili_KE,@KenyaPower_Care & @KenyaPower  Mr. Kazungu is complaining of an inflated bill. Look at his average consumption compared to his current one & your meter is indicating 'error'. Kwani bill Iko na housing levy? #PresidentUhuruKenyatta #KPLC #KenyaPower #SHIF #Kibe #Haiti,January 26,,1,1,,
S_Kay,@karu_sue,"@KenyaPower_Care please tell me why I have reconnection fee on my bill when it has never been disconnected?
I have been sending estimate payments since during that period the meter was blank nothing to be read. Reported but not sure if your guys ever came. Meter 30314801.",January 26,,,2,,
Nanotech,@DzomboDzombo,"@KenyaPower_Care here's a con person 0752560826 purporting to be a KPLC staff. He's threatening customers...that he's been sent to go and disconnect power supply to customer's homes due to pending bills. Fortunately, I don't have a pending bill...poor conman.",January 26,,,1,,
Mekatilili_KE,@Mekatili_KE,@KenyaPower_Care & @KenyaPower  Mr. Kazungu is complaining of an inflated bill. Look at his average consumption compared to his current one & your meter is indicating 'error'. Kwani bill Iko na housing levy? #PresidentUhuruKenyatta #KPLC #KenyaPower #SHIF #Kibe #Haiti,January 26,,1,1,,
Flower,@NzukiRose,@KenyaPower_Care Sasa mliongeza stima tukiwa sherehe December na bill mnatuma January surely Kenya power. I pay an average of 2800 yesterday I got a bill of 8173.,January 26,1,,2,,
Christine Katingima,@CKatingim,"@KenyaPower_Care My current bill is inflated due to incorrect meter reading. No reply despite earlier DM .
Attached is my current reading.",January 26,2,,3,,
MbuthiaWaNjeri,@rumpel_jordan,"No power 11 days and counting
Off Sunday 14th night
No work No food
Transformer taken by engineers on Wednesday 17th
Githurai Kimbo Primary and Ack Church St Hellen Githurai 45
54601300707
#Githurai45Blackout 
#SwitchOffKPLC 
#KenyaPowerMonopolySucks
KPLC",Jan 25,,,,,
MbuthiaWaNjeri,@rumpel_jordan,"@KenyaPower_Care
No power 11 days and counting
Off Sunday 14th night
No work No food
Transformer taken by engineers on Wednesday 17th
Githurai Kimbo Primary and Ack Church St Hellen Githurai 45
54601300707
#Githurai45Blackout 
#SwitchOffKPLC 
#KenyaPowerMonopolySucks
KPLC",Jan 25,1,1,,,
MbuthiaWaNjeri,@rumpel_jordan,"@KenyaPower_Care
No power 11 days and counting
Off Sunday 14th night
No work No food
Transformer taken by engineers on Wednesday 17th
Githurai Kimbo Primary and Ack Church St Hellen Githurai 45
54601300707
#Githurai45Blackout 
#SwitchOffKPLC 
#KenyaPowerMonopolySucks
KPLC",Jan 25,,,,,
MbuthiaWaNjeri,@rumpel_jordan,"@KenyaPower_Care
No power 11 days and counting
Off Sunday 14th night
No work No food
Transformer taken by engineers on Wednesday 17th
Githurai Kimbo Primary and Ack Church St Hellen Githurai 45
54601300707
#Githurai45Blackout 
#SwitchOffKPLC 
#KenyaPowerMonopolySucks
KPLC",Jan 25,,,,,
MbuthiaWaNjeri,@rumpel_jordan,"@KenyaPower_Care
No power 11 days and counting
Off Sunday 14th night
No work No food
Transformer taken by engineers on Wednesday 17th
Githurai Kimbo Primary and Ack Church St Hellen Githurai 45
54601300707
#Githurai45Blackout 
#SwitchOffKPLC 
#KenyaPowerMonopolySucks
KPLC",Jan 25,,,,,
NavonOdeny,@Navz0017,"@KenyaPower_Care stop estimating my power bill,how can i not be in the house yet you claim that I've ueed 115 units yet the month I'm in the house i use 72 units? Correct your guesswork on acc 34097659.",January 25,,,2,,
"Dr Kulecho, MD",@dancool_MD,@KenyaPower_Care I have paid bill but not reflecting since earlier in the week. What’s up? Check DM for details,January 25,1,,3,,
MbuthiaWaNjeri,@rumpel_jordan,"No power 10 days and counting
Off Sunday 14th night
No work No food
Transformer taken by engineers on Wednesday 17th
Githurai Kimbo Primary and Ack Church St Hellen Githurai 45
54601300707
#Githurai45Blackout 
#SwitchOffKPLC 
#KenyaPowerMonopolySucks
KPLC",Jan 24,,1,,,
MbuthiaWaNjeri,@rumpel_jordan,"@KenyaPower_Care 
No power 10 days and counting
Off Sunday 14th night
No work No food
Transformer taken by engineers on Wednesday 17th
Githurai Kimbo Primary and Ack Church St Hellen Githurai 45
54601300707
#Githurai45Blackout 
#SwitchOffKPLC 
#KenyaPowerMonopolySucks
KPLC",Jan 24,,,,,
collen maiyo,@collen_maiyo,"Then what of Kericho county, Baregeiwet Village where the entire location is in darkness for now over 6 months due to Transformer failure. Even with the rampant visit to Kericho office no one seems to show concern.@KenyaPower_Care kindly reach out on that.Landmark Baregeiwet Prim",Jan 24,,,2,,
Nimo Gathuku,@nimogathuku,@KenyaPower_Care  ref. 10597026.   15 hours later still no power. . Your people making illegal connections are over loading this transformer. is there a particular way you wish for us to report this incident coz ni kama hamskii,Jan 24,,,2,,
I don't know.,@MatindiM,@KenyaPower_Care We have a faulty transformer in Shitungu Kakamega. Hatujakuwa na stima for 2 weeks. Acc No. 72194218. Please support.,Jan 24,,,1,,
it's Chris,@SHESTOOVAH,"@KenyaPower_Care mukurweini-ichamara road{nyeri county}http://st.george transformer,no power again ,we only have power at night 37174358103",Jan 24,,,,,
Hellena,@Gacheri91,"@KenyaPower_Care @KenyaPower Please consider installing a 3phase transformer in our area, Mutonya,Mashinani (Ruiru/Eastern bypass) we have suffered long enough. No power for over 24hrs now and low voltage since over one year now, we can't use any electronics!",Jan 24,,,1,,
Billionaire Bett,@edukipro,@KenyaPower_Care wrongly bought tokens to a prepaid meter instead of paying a postpaid bill .kindly assist.,January 24,,,,,
Chef_Cardo_FPL,@jarnilicous,"@KenyaPower_Care 
SAD6WK4UUU Confirmed. Ksh4,675.00 sent to KPLC for account 21535174 on 13/1/24 at 3:51 PM. Transaction cost, Ksh34.00.

Kindly explain why we keep receiving emails and sms's and we've paid the months bill.",January 24,,,1,,
Luna,@Biscuitt4,@KenyaPower_Care Have you disconnected the 97771 number where we can query for a bill? Also your USSD *977# is not working. Calling customer service to check on the status of my bill says my KPLC account is invalid!! Then you do not answer phone calls.,January 24,,,1,,
Marley Monroe,@MonroeWmt,"@KenyaPower_Care Hello, this amount paid via mpesa on 22nd Jan 2024 is yet to be reflected on the postpaid bill a/c no. 23556812.

""SAM1RRFPIT Confirmed. Ksh500.00 sent to KPLC for account 23556812 on 22/1/24 at 6:13 PM""

Check & update account",January 24,,,3,,
Peterson Nyamu,@pn_nyamu,@KenyaPower_Care SAM1SOOHS5 Confirmed. Ksh600.00 sent to KPLC for account 16576399 on 22/1/24 at 9:16 PM. Pay your water/KPLC bill conveniently using M-PESA APP or use Paybill option on Lipa Na M-PESA. This amount hasn't been credited to the a/cc yet it is complete on Safaricom.,January 24,,,3,,
Luna,@Biscuitt4,@KenyaPower_Care Have you disconnected the 97771 number where we can query for a bill? Also your USSD *977# is not working. Calling customer service to check on the status of my bill says my KPLC account is invalid!! Then you do not answer phone calls.,January 24,,,1,,
Marley Monroe,@MonroeWmt,"@KenyaPower_Care Hello, this amount paid via mpesa on 22nd Jan 2024 is yet to be reflected on the postpaid bill a/c no. 23556812.

""SAM1RRFPIT Confirmed. Ksh500.00 sent to KPLC for account 23556812 on 22/1/24 at 6:13 PM""

Check & update account",January 24,,,3,,
Peterson Nyamu,@pn_nyamu,@KenyaPower_Care SAM1SOOHS5 Confirmed. Ksh600.00 sent to KPLC for account 16576399 on 22/1/24 at 9:16 PM. Pay your water/KPLC bill conveniently using M-PESA APP or use Paybill option on Lipa Na M-PESA. This amount hasn't been credited to the a/cc yet it is complete on Safaricom.,January 24,,,3,,
MbuthiaWaNjeri,@rumpel_jordan,"No power 9 days and counting
Off Sunday 14th night
No work No food
Transformer taken by engineers on Wednesday 17th
Githurai Kimbo Primary and Ack Church St Hellen Githurai 45
54601300707
#Githurai45Blackout 
#SwitchOffKPLC 
#KenyaPowerMonopolySucks
KPLC",Jan 23,1,2,1,,
MbuthiaWaNjeri,@rumpel_jordan,"No power 9 days and counting
Off Sunday 14th night
No work No food
Transformer taken by engineers on Wednesday 17th
Githurai Kimbo Primary and Ack Church St Hellen Githurai 45
54601300707
#Githurai45Blackout 
#SwitchOffKPLC 
#KenyaPowerMonopolySucks
KPLC",Jan 23,1,,,,
Jimmy Wainaina,@MakumiWainaina,"@KenyaPower_Care I paid my bill yesterday and it is yet to reflect via mpesa.
Help",January 23,,,,,
levi wasikhuyu Wasikhuyu,@WasikhuyuL79332,"What's up no tokens since mrng 
SAN2T8D9JY Confirmed. Ksh260.00 sent to KPLC PREPAID for account 37175017922 on 23/1/24 at 6:48 AM New M-PESA balance is Ksh316.60. Transaction cost, Ksh5.00.Amount you can transact within the day is 499,490.00. Pay your water/KPLC bill convenientl",January 23,,,1,,
Jimmy Wainaina,@MakumiWainaina,"@KenyaPower_Care I paid my bill yesterday and it is yet to reflect via mpesa.
Help",January 23,,,,,
levi wasikhuyu Wasikhuyu,@WasikhuyuL79332,"What's up no tokens since mrng 
SAN2T8D9JY Confirmed. Ksh260.00 sent to KPLC PREPAID for account 37175017922 on 23/1/24 at 6:48 AM New M-PESA balance is Ksh316.60. Transaction cost, Ksh5.00.Amount you can transact within the day is 499,490.00. Pay your water/KPLC bill convenientl",January 23,,,1,,
Karen & Associates Law Practice,@hello_wakili,"@KenyaPower_Care dear KPLC, please explain why my electric bill has doubled in a month.... It's so frustrating and painful.",January 23,,,,,
X-Nyamwaji Made IT,@Director__X,@KenyaPower_Care Your expenditure for Kshs 300.00 worth 1500 points to Paybill 888880 for Bill/Account reference 54603736163 was successful. The transaction reference number is SAN2VOJ9L8. kindly assist,January 23,,,,,
JAY MeRNO,@jer_kir,"No electricity tokens received since 6:30 am SAN4T7MPRO Confirmed. Ksh500.00 sent to KPLC PREPAID for account 37187635653 on 23/1/24 at 6:33 AM New M-PESA balance is 0. Transaction cost.Amount you can transact within the day is 499,500.00. Pay your water/KPLC bill conveniently",January 23,,,1,,
Fiona Simone Nyawira,@sim48037,"SAN4T7CKBU Confirmed. Ksh500.00 sent to KPLC PREPAID for account 54600002452 on 23/1/24 at 6:26 AM New M-PESA balance is Ksh1,629.57. Transaction cost, Ksh5.00.Amount you can transact within the day is 499,500.00. Pay your water/KPLC bill conveniently using M-PESA APP",January 23,,,2,,
peter nyale,@NyalePeter,"SAM9SL5GHH Confirmed. Ksh50.00 sent to KPLC PREPAID for account 37193116318 on 22/1/24 at 8:55 PM New M-PESA balance is Ksh54.00. Transaction cost, Ksh0.00.Amount you can transact within the day is 499,840.00. Pay your water/KPLC bill conveniently using",January 23,,,,,
peter nyale,@NyalePeter,"SAM9SL5GHH Confirmed. Ksh50.00 sent to KPLC PREPAID for account 37193116318 on 22/1/24 at 8:55 PM New M-PESA balance is Ksh54.00. Transaction cost, Ksh0.00.Amount you can transact within the day is 499,840.00. Pay your water/KPLC bill conveniently using M-PESA",January 23,,,,,
Marley Monroe,@MonroeWmt,"@KenyaPower_Care Hello, this amount paid via mpesa yesterday has not yet reflected on the postpaid bill a/c no. 23556812.

""SAM1RRFPIT Confirmed. Ksh500.00 sent to KPLC for account 23556812 on 22/1/24 at 6:13 PM""

Please check and update.",January 23,,,3,,
Peter mureti muriungi,@Muretikajana,"SAM1RLVOVH Confirmed. Ksh50.00 sent to KPLC PREPAID for account 54500918583 on 22/1/24 at 5:39 PM New M-PESA balance is Ksh970.00. Transaction cost, Ksh0.00.Amount you can transact within the day is 498,210.00. Pay your water/KPLC bill conveniently using M-PESA APP or use Paybill",January 23,,,,,
julius kibagendi,@juliuskib,"@KenyaPower_Care SAM3SN28B1 Confirmed. Ksh1,000.00 sent to KPLC PREPAID for account 22170786150 on 22/1/24 at 9:06 PM New M-PESA balance is Ksh549.54. Transaction cost, Ksh10.00.Amount you can transact within the day is 456,800.00. Pay your water/KPLC bill conveniently using M-PE",January 23,,,2,,
Manifesto Watch,@_ManifestoWatch,"@KenyaPower_Care I paid part of my electricity bill yesterday ksh.17500, and yet today it still shows the same balance! Kindly assist",January 23,,,,,
Peter mureti muriungi,@Muretikajana,"SAM9QZBYWL Confirmed. Ksh300.00 sent to KPLC PREPAID for account 54500918583 on 22/1/24 at 2:42 PM New M-PESA balance is Ksh1,030.00. Transaction cost, Ksh5.00.Amount you can transact within the day is 498,260.00. Pay your water/KPLC bill conveniently using M-PESA",January 23,,,,,
Banardiol,@jameski10756836,"SAM2R00T2Y Confirmed. Ksh150.00 sent to KPLC PREPAID for account 37227705565 on 22/1/24 at 2:48 PM New M-PESA balance is Ksh1,638.00. Transaction cost, Ksh5.00.Amount you can transact within the day is 499,820.00. Pay your water/KPLC bill conveniently using M-PESA APP",January 23,,,,,
The Laptop Doc,@kabirunjoki,"@KenyaPower_Care SAM4SU2E6Y Confirmed. Ksh100.00 sent to KPLC PREPAID for account 14105993068 on 22/1/24 at 9:59 PM New M-PESA balance is Ksh1,497.18. Transaction cost, Ksh0.00.Amount you can transact within the day is 465,630.00. Pay your water/KPLC bill conveniently",January 23,,,,,
