Author,Handle,Media URL,Reposts,Likes,Comments,Views,Post Link,Profile Link,Post,Date,Name,Retweets,Tweet URL,Post Body,Timestamp
We The People Are Sovereign,@Nufftali,,,,,,https://x.com/Nufftali,https://x.com/Nufftali,@KenyaPower we are watching the World Cup. Rudisha stima,20-Nov-22,,,,,
ManInTheMiddle,@alla_know,,,25.0,,,https://x.com/alla_know,https://x.com/alla_know,Buana rudisha stima uku Embu University ama tuanguke mitihani,24-Nov-22,,,,,
Budalang’i Trust Fund Baby,@Tuzzy_Mahaga,,,,1.0,,https://x.com/Tuzzy_Mahaga,https://x.com/Tuzzy_Mahaga,Na kinoo hakuna stima?,15-Dec-22,,,,,
Peter Wainaina Njoroge,@Konchez,,,,1.0,,https://x.com/Konchez,https://x.com/Konchez,"@KenyaPower @KenyaPower_Care, Kindly assist us, 15 hours bila stima, inefficient customer care at Eldoret Town. Since yesterday 9:20 pm stima ilipotea pande moja Eldoret, Munyaka Estate/Mwitirithia. Efforts to be assisted falling on deaf ears. Kindly push for us to be sorted.",15-Dec-22,,,,,
Aurora Essay Help,@Auroraessayss,,4.0,9.0,1.0,,https://x.com/Auroraessayss,https://x.com/Auroraessayss,@KenyaPower mnaeza kata stima kuna mbwa iko hapa imecheza bongo since 6 am,30-Nov-22,,,,,
Smart Martin,@s_martooo,,,,1.0,,https://x.com/s_martooo,https://x.com/s_martooo,"We are yet to receive power back, banna mtu anafanya job from home na kuna ngombe zinakamuliwa na stima, please help 37207722671",3-Nov-22,,,,,
Jason Black,@jason_blqck,,,25.0,2.0,,https://x.com/jason_blqck,https://x.com/jason_blqck,mvua kidogo stima zenu zishaingia kwa kitanda?,2-Nov-22,,,,,
𝐋𝐞𝐱𝐲,@kikuyu_duke,,,1.0,,,https://x.com/kikuyu_duke,https://x.com/kikuyu_duke,@KenyaPower what legal rights have you given house agents kuzimia watu stima ikifika date 15th kama huja clear rent arrears za hiyo month?,4-Dec-22,,,,,
theKiabU,@theKiabu,,,,,,https://x.com/theKiabu,https://x.com/theKiabu,Simeni stima sasa  tucelebrate in style,31-Dec-22,,,,,
DOMNIC,@mr_domnic,,,,,,https://x.com/mr_domnic,https://x.com/mr_domnic,@KenyaPower callbox manyatta Kisumu haina stima na tulo kazi si mrudishe stima tupandishe uchumi saizi tafadhali,20-Nov-22,,,,,
Batmobile_A7,@Byron_Kr,,8.0,6.0,3.0,,https://x.com/Byron_Kr,https://x.com/Byron_Kr,"@KenyaPower Care
 @KenyaPower lookatyour
 complacency!!! if you're looking
 for the cause of the blackout in
 Ruaka, ndio hii. Mvua inakuja,
 stima ina left!!! It's the freaking
 21st century. FOCUS BANA! ! ! ! People could die from such occurrences!!
 @its_dunM ona hii maneno",1-Feb-22,,,,,
Mical,@Mical_KE,,,,,,https://x.com/Mical_KE,https://x.com/Mical_KE,@KenyaPower daytime stima inaendanga wapi?,7-Apr-22,,,,,
Del Luna,@_wanguiii,,1.0,,1.0,,https://x.com/_wanguiii,https://x.com/_wanguiii,@KenyaPower regesheni stima pls.,10-May-22,,,,,
Nyangile,@Sidiguvictor,,,,1.0,,https://x.com/Sidiguvictor,https://x.com/Sidiguvictor,"Dear KPLC hii 16k mnanidai sioni nikilipa kujeni mkate stima coz I don’t understand how I used 16k in 2months yet I don’t have kids and a wife kujieni meter yenu na mkate stima 
^SV",28-Apr-22,,,,,
Nomad,@otikenne,,,,1.0,,https://x.com/otikenne,https://x.com/otikenne,@KenyaPower stima ni kitu ya kunyima watu on Sunday surely?,24-Apr-22,,,,,
Eastlando,@YvesSaintGeorgy,,,,,,https://x.com/YvesSaintGeorgy,https://x.com/YvesSaintGeorgy,"@KenyaPower mbona leo mnaanua stima na hakujanyesha,ama ni madem wa kampuni ndo wamenyesha nkt",7-May-22,,,,,
Ezra B. Obong’o Snr,@ezrabundiobongo,,,,,,https://x.com/ezrabundiobongo,https://x.com/ezrabundiobongo,"Discussing what yet part of embakasi west haina stima, you're killing our businesses, our food kwa fridge zinaharibika Jana the whole day hakukuwa na stima tena leo ndio hii mmekata. Rudisheni stima bwana",7-Jul-22,,,,,
Samir Kiragu,@Samir_kiragu,,,,,,https://x.com/Samir_kiragu,https://x.com/Samir_kiragu,@KenyaPower msitushukishie taxin huku mtwapa rudisheni stima jaba iendelee @KenyaPower_Care,21-May-22,,,,,
DEKI CHAFU,@sir_Piing,,,,,,https://x.com/sir_Piing,https://x.com/sir_Piing,@KenyaPower  mliamua Kihunguro tukae bila stima,14-Apr-22,,,,,
Anthony Josephat,@Anthony_254,,,,1.0,,https://x.com/Anthony_254,https://x.com/Anthony_254,@KenyaPower @KenyaPower_Care mnaskiaga tu raha mkiona kinoo hakuna stima,15-Jan-22,,,,,
I am Julius,@sustainer_,,,,,,https://x.com/sustainer_,https://x.com/sustainer_,@KenyaPower mnaanua stima na ndio nimelipa tokens,15-Jun-22,,,,,
I am Julius,@sustainer_,,,,,,https://x.com/sustainer_,https://x.com/sustainer_,@KenyaPower  ata tokens hazijamaliza 10min mashaanua stima huku bana,8-Jul-22,,,,,
Lwande,@Collinslwande,,,,,,https://x.com/Collinslwande,https://x.com/Collinslwande,@KenyaPower stima ziko unstable huku clayworks kasarani landmark Revekah apartments. Kindly assist zitachoma vitu,2-Jun-22,,,,,
Wakesho wa Mwagae,@EileenWakesho,,,,,,https://x.com/EileenWakesho,https://x.com/EileenWakesho,@KenyaPower tulale ama mturudusha stima leo. Candles zimeisha,11-Jan-22,,,,,
"Patrick Gachagoh ,HSC",@PGachagoh,,,2.0,1.0,,https://x.com/PGachagoh,https://x.com/PGachagoh,Mmeamua kuanua stima zenu zisinyeshewe ama  location kahawa Wendani,9-Jul-22,,,,,
Maureen Moraa,@moraam_moraa,,1.0,2.0,,,https://x.com/moraam_moraa,https://x.com/moraam_moraa,@KenyaPower no stima in Kasarani region.,11-Aug-22,,,,,
Skipper ™,@MuKijana,,,,,,https://x.com/MuKijana,https://x.com/MuKijana,@kenyapower mbona hakuna stima ushago,14-May-22,,,,,
Finley Mokua Nyakundi,@fino_finley,,3.0,2.0,1.0,,https://x.com/fino_finley,https://x.com/fino_finley,@KenyaPower mmeanua stima zenu kiboronjo subukia zisinyeshewe ama?,29-May-22,,,,,
Lillian Kamau,@kamaulillie,,,,1.0,,https://x.com/kamaulillie,https://x.com/kamaulillie,@KenyaPower washeni stima,19-Jul-22,,,,,
MICHAEL JR,@Michael12JR12,,,,1.0,,https://x.com/Michael12JR12,https://x.com/Michael12JR12,@KenyaPower @KenyaPower_Care yaani ju hatuna option ingine ya stima mmeamua tusifanye kazi from kasarani to githurai,22-Apr-22,,,,,
ຸ ,@justus_muriithi,,14.0,78.0,7.0,,https://x.com/justus_muriithi,https://x.com/justus_muriithi,In Rongai bado hakuna stima.. ama,11-Jan-22,,,,,
I.AM. JEFF,@Jeffmigiroh3,,,,,,https://x.com/Jeffmigiroh3,https://x.com/Jeffmigiroh3,Hii lazima ni nyonde walikua wanadinyana juu ya wire stima ikapotea,11-Jan-22,,,,,
Chloride Exide Kenya,@chlorideexide,,2.0,24.0,3.0,,https://x.com/chlorideexide,https://x.com/chlorideexide,"Tuko na stima sisi because @chloridesolar .

Kujeni na simu zenyu mcharge.",11-Jan-22,,,,,
blueHike,@bluehike19,,,,,,https://x.com/bluehike19,https://x.com/bluehike19,"na jana mlikua mmepeleka stima wapi
karibu nilale njaa nikiwa kisiagi juu ya hii ufala ntk",11-Jan-22,,,,,
Chriskirubi,@Hushpuppiiiii,,1.0,2.0,,,https://x.com/Hushpuppiiiii,https://x.com/Hushpuppiiiii,Tutafte pesa tuache kutegemea hawa mafala na hii stima yao,11-Jan-22,,,,,
A-Logo Brands,@joeAdmin1,,,,1.0,,https://x.com/joeAdmin1,https://x.com/joeAdmin1,Nyinyi mko na stima kweli?,11-Jan-22,,,,,
Mr Manz,@LoyalAlbert4,,,,1.0,,https://x.com/LoyalAlbert4,https://x.com/LoyalAlbert4,Nlikuwa nashangaa kwani Leo mmeanua stima mapema aje but anyway,11-Jan-22,,,,,
Charles Ombati,@CharlesOmbati9,,,,,,https://x.com/CharlesOmbati9,https://x.com/CharlesOmbati9,"Hatuna stima hapa milimani kisii town ,siku mbili sasa angalia hii maslai yetu bana",6-Jan-22,,,,,
Alex Mwirigi,@Almwirigi,,,,,,https://x.com/Almwirigi,https://x.com/Almwirigi,Bana Rongai hakuna stima,11-Jan-22,,,,,
Lenny KE,@Lenny254ke,,,,,,https://x.com/Lenny254ke,https://x.com/Lenny254ke,Kwani niko nchi ingine. Hakuna stima,11-Jan-22,,,,,
Wadash,@genewadash,,,,,,https://x.com/genewadash,https://x.com/genewadash,@KenyaPower  should just be sold to @SafaricomPLC. Hii kazi imewashinda. Ama mkona stima kwenu?,11-Jan-22,,,,,
njaabati,@Njaambati,,,,,,https://x.com/Njaambati,https://x.com/Njaambati,@KenyaPower hunters to mwiki no stima,6-Jan-22,,,,,
THAT_Girl,@Cdarle,,,,,,https://x.com/Cdarle,https://x.com/Cdarle,@KenyaPower washeni stima nishuke lift Alafu mzimie @princemill_ apumzike kazi.,11-Jan-22,,,,,
Sheriff,@vjsheriff,,,,,,https://x.com/vjsheriff,https://x.com/vjsheriff,"i want to take this opportunity to announce my innovation ya stima kutoka kwa maembe,stay tuned for more",11-Jan-22,,,,,
Kemboi Ultra,@kyvin_kemboi,,1.0,2.0,,,https://x.com/kyvin_kemboi,https://x.com/kyvin_kemboi,"@kenyapower
Nyinyi watu mmefanyia nini stima kericho..",8-Jan-22,,,,,
REDRUM,@jublojagotti,,,,,,https://x.com/jublojagotti,https://x.com/jublojagotti,Kwani stima za nairobi zote zinabebwa na hio post moka imeanguka....bure kabisaaa,11-Jan-22,,,,,
Héavy G,@zambiake9,,,,,,https://x.com/zambiake9,https://x.com/zambiake9,Leo tumetoka mapema foreman ako na bash kwani kuna time stima ilienda,11-Jan-22,,,,,
Dj Nthi 1,@Nthiweezy,,,,,,https://x.com/Nthiweezy,https://x.com/Nthiweezy,@KenyaPower hakuna Stima,11-Jan-22,,,,,
miss.muthoni,@Muthonii77,,,,1.0,,https://x.com/Muthonii77,https://x.com/Muthonii77,Mturudishie stima jameni,11-Jan-22,,,,,
Jafield,@MkenyaDaima018,,,,,,https://x.com/MkenyaDaima018,https://x.com/MkenyaDaima018,@KenyaPower kuna mlevi hapo amekanyaga waya ya stima ebu mtafute ili mturudishie stima. #Blackout #kenyapower,10-Jan-22,,,,,
MURKONMEN,@ItsSmall06,,,,,,https://x.com/ItsSmall06,https://x.com/ItsSmall06,@KenyaPower mmeamua hamtakuja kuturudishia stima huku kwetu?? It has been three days without power and you're busy giving out reference number to customers and you don't do what they need,1-Jan-22,,,,,
CHAMPION.,@kijo_carol,,,,,,https://x.com/kijo_carol,https://x.com/kijo_carol,@kenyapower rudisheni stima,4-Jan-22,,,,,
wicklif marube,@wicklifmarube11,,,,,,https://x.com/wicklifmarube11,https://x.com/wicklifmarube11,Dandora phase 2 hakuna stima plz saidia,5-Jan-22,,,,,
Paul Meltus,@MeltusPaulo,,,,2.0,,https://x.com/MeltusPaulo,https://x.com/MeltusPaulo,"No electricity since October 2021, hata 2022 tumeanza bila stima kesho itakuwa siku ya tatu. Ac no. 3723188042",2-Jan-22,,,,,
Abdi Ali bashir,@AbdiAlibashir2,,,,1.0,,https://x.com/AbdiAlibashir2,https://x.com/AbdiAlibashir2,"@KenyaPower 
@KenyaPower_Care 
I am complaining about Kenya power head office in Garissa.There is a transformers and posts that rural electrification has finished the project but still are not connected to stima nd as a resident of bula ramha we are very disturbed by the darkness",5-Jan-22,,,,,
AGWANDA Aloo,@agwanda_aloo,,,,,,https://x.com/agwanda_aloo,https://x.com/agwanda_aloo,"@KenyaPower So, being the new year you decided that Amani court Embakasi we just be in the dark from 31st at 21hr 2021 mpaka saa hii hatuna stima surely. Why are you always like this with Amani court Embakasi, are we not Kenyans?!!!!",1-Jan-22,,,,,
Tsum,@Tsumizwer,,,,,,https://x.com/Tsumizwer,https://x.com/Tsumizwer,"@KenyaPower it’s a new year, we are working from home. We are paying for electricity but lazima tu stima ipotee?",5-Jan-22,,,,,
Weddy Kathambi,@Weddy88321747,,,4.0,3.0,,https://x.com/Weddy88321747,https://x.com/Weddy88321747,"It's 6 days since I was promised a technician to handle my token update. I have walked to Nkubu, Meru office for days now and no help still. Why did you have to force an update if there was no plan on how to go about it fully.  Meter 22170882751 mkuje mturudishie stima ama mkae",21h,,,,,
OCHANDA OOGA STEVE,@OogaOchanda,,,1.0,2.0,,https://x.com/OogaOchanda,https://x.com/OogaOchanda,Whole week bila stima hapa utawala mama teresa,5h,,,,,
Road Sense Kenya - RSK,@roadsensekenya,,1.0,1.0,,,https://x.com/roadsensekenya,https://x.com/roadsensekenya,"In the spirit of promoting e-mobility, we’ve suggested an edit on @googlemaps for the EV charging station at Stima Plaza, Parklands to add info about the available EV charging stations in Nairobi area. The Ruaraka Depot EV station should also be added. #PoweringEmobilityKE.",6-Jul,,,,,
theuri,@petertheuri15,,,2.0,,,https://x.com/petertheuri15,https://x.com/petertheuri15,No power in Bamburi Total mmeanua stima mkaenda nayo wapi?,7-Aug,,,,,
John,@jonkaloki,,,,,,https://x.com/jonkaloki,https://x.com/jonkaloki,Mbona stima huenda na hakunyeshi?,17h,,,,,
Lenny de Reuel,@DeReuel,,,,,,https://x.com/DeReuel,https://x.com/DeReuel,@KenyaPower mrudishe Stima ama tukuje usiku kwa offisi tuanguke na nyinyi. The whole day bila stima kwani tuko Nigeria? Angalia DM.,15-Jul,,,,,
Rambo kanambo,@MburuTm,,,1.0,1.0,,https://x.com/MburuTm,https://x.com/MburuTm,"Kwani stima matasia ngong imekuwa ya kupimiwa kila siku, yesterday we did not have power the whole day(8-5pm, coming and going in btwn),Monday,the power went off around 6pm and came back the following day,today we don't have power,what is it,we are losing business bana",12-Jul,,,,,
#30 Rock,@Mudagala_,,,,,,https://x.com/Mudagala_,https://x.com/Mudagala_,Nyi wasenge hatuna stima Satellite since yesterday,9-May,,,,,
𝓛𝔂𝓭𝓲𝓪𝓱 𝓚𝓲𝓷𝔂𝓪𝓷𝓳𝓾𝓲-𝓞𝓭𝓱𝓲𝓪𝓶𝓫𝓸,@LydiahKinyanju4,,,,1.0,,https://x.com/LydiahKinyanju4,https://x.com/LydiahKinyanju4,"@KenyaPower @KenyaPower_Care I just woke up to my pre-paid meter off. It's like switched off. Stima ziko lakini meter haifanyi. Yes, I updated it a week or so ago. MTR. No. 14244243888",1-Aug,,,,,
Plug wa data na minates,@lifesgoodlf,,,,,,https://x.com/lifesgoodlf,https://x.com/lifesgoodlf,"@KenyaPower 
Should tell us how rainfall is related to power blackouts
Hata manyunyu stima inapitea  the whole day",4-Jun,,,,,
Ja Taliban.,@_Educatedfool,,,,,,https://x.com/_Educatedfool,https://x.com/_Educatedfool,@KenyaPower wameamua waanue stima yao,20-Jun,,,,,
Daud Akbari,@Daud_Akbari,,,,1.0,,https://x.com/Daud_Akbari,https://x.com/Daud_Akbari,"We still have no power in madogo tana river. Your team ilikataa kutuskiza mpaka tumetuma vijana wetu kufanya hio kazi,tunarepair kwa mfuko yetu. Murudishe stima !",31-May,,,,,
Biko Kenyanito,@bikokenyanito,,,,1.0,,https://x.com/bikokenyanito,https://x.com/bikokenyanito,"@KenyaPower How do you explain this, vile hakuna bars kwa hii C.I.U Is it an error?
Hlafau  Codes za Stima na ata za Updating zinasoma FAILED zote.",24-Jun,,,,,
,@millxn_,,,,,,https://x.com/millxn_,https://x.com/millxn_,@KenyaPower three days bila stima jameni,18-Jul,,,,,
"Justérick, BSc",@justerick_,,,,,,https://x.com/justerick_,https://x.com/justerick_,Big conversation na mmeanua stima Mombasa,23-May,,,,,
keshy zill,@keshy_zill,,,,,,https://x.com/keshy_zill,https://x.com/keshy_zill,Kwani hamrudishi stima kongowea!?,31-Jul,,,,,
Kijana ya Nairobi,@ndika_palmer,,,,,,https://x.com/ndika_palmer,https://x.com/ndika_palmer,"@KenyaPower bana mkipoteza stima inafaa mjuwe mnatuumiza sana sisi watu wa wifi, kubuy mbz sucks",8-Jul,,,,,
El Jefe,@GoddyJatelo,,,,1.0,,https://x.com/GoddyJatelo,https://x.com/GoddyJatelo,@KenyaPower Rudisheni stima tafadhali.,25-May,,,,,
Zj Wakorach,@wakorach,,,,,,https://x.com/wakorach,https://x.com/wakorach,Nilisikia mnatuletea gas ya stima,17-Jun,,,,,
Patrick Mwadime,@Patrickmwadimek,,,,1.0,,https://x.com/Patrickmwadimek,https://x.com/Patrickmwadimek,"Yes nimeupdate...but stima zimepotea huku banana,victory area!!!  Plz help.",2-Aug,,,,,
Mwalimu Eric,@_MwalimuEric,,,22.0,1.0,,https://x.com/_MwalimuEric,https://x.com/_MwalimuEric,"""hatuanuangi stima""",29-Apr,,,,,
Bishop ©,@edwarddiamonds,,,1.0,,,https://x.com/edwarddiamonds,https://x.com/edwarddiamonds,@KenyaPower stima mbona mmechukua,5-May,,,,,
Certy AF,@medezommy,,,1.0,,,https://x.com/medezommy,https://x.com/medezommy,"@KenyaPower muache izo tabia, rudisheni stima",7-Apr,,,,,
ric,@kakaeriko,,,1.0,,,https://x.com/kakaeriko,https://x.com/kakaeriko,"@KenyaPower wakikata stima at this hour in Mombasa, ni either ulale nje ama ukeshe. Can't sleep with this heat, huku ata the moon inawaka na joto",7-Mar,,,,,
A_Kenyan,@_Wambua254,,,,1.0,,https://x.com/_Wambua254,https://x.com/_Wambua254,Tucheki miti na hakuna stima tangu Jana usiku.,8-Mar,,,,,
MR๛PRIZE亗,@MrPrizeke,,,,,,https://x.com/MrPrizeke,https://x.com/MrPrizeke,@KenyaPower Uku kiambuu mlisema stima hamuwezi rudisha tuguze guze walls kama lizard,16-Apr,,,,,
FieldMarshall Onepaul,@onnehpaul,,,1.0,1.0,,https://x.com/onnehpaul,https://x.com/onnehpaul,Kwetu huwa mnaanua…jakinyesha hivi ..street lights half of road inazima.. plot inazima pia  sijui..kidogo jirani both left and right unsona stima..mark you we use 1 same transfomer….as am typing nko kwa giza…bure nyinyi,30-Apr,,,,,
freddy000,@fredkdesigns,,,,,,https://x.com/fredkdesigns,https://x.com/fredkdesigns,I don't get how mnaanua stima and it's not even raining,7-May,,,,,
sultan,@shangatatu,,,,,,https://x.com/shangatatu,https://x.com/shangatatu,@KenyaPower turudishieni stima kiembeni,8-Apr,,,,,
THE Connector,@Robahmyish,,,,1.0,,https://x.com/Robahmyish,https://x.com/Robahmyish,Hatuna stima since Saturday?,6-May,,,,,
Cactus owino(you can call me Rose),@awuoshee,,1.0,2.0,2.0,,https://x.com/awuoshee,https://x.com/awuoshee,@KenyaPower mvua kidogo mshaanua stima?!,30-Mar,,,,,
𝙒𝙖𝙞𝙡𝙚𝙧,@Reggaewailer,,,1.0,1.0,,https://x.com/Reggaewailer,https://x.com/Reggaewailer,@KenyaPower hakuna stima fedha bana mnataka kitemeo adhani huku ni witeithie?,7-Mar,,,,,
sensei,@__marshallN,,,,,,https://x.com/__marshallN,https://x.com/__marshallN,@KenyaPower rudisheni stima nguii,2-May,,,,,
Omushevi,@Omushevi,,,,,,https://x.com/Omushevi,https://x.com/Omushevi,"@KenyaPower nini inawasumbuanga?
Ayamu tayadi.Hii ni masaa ya mtu kupumzika kwake kwa amani regretting how Ukur Yatani is  fool.
Yaani ksh.61Milion kwa nyumba and your fellow thief anazikujia tena na ayamu hia najikuna makende nikiwaza mambo ya kesho,alafu mnatuzimia stima?",6-May,,,,,
intel,@intel_uarch,,,,,,https://x.com/intel_uarch,https://x.com/intel_uarch,@KenyaPower hii ni masaa ya kukatia watu stima surely,13-Mar,,,,,
Daniel Nzioka,@danziokaa,,,,,,https://x.com/danziokaa,https://x.com/danziokaa,Tumieni Ndindi Nyoro hii. Punguza bei ya Stima shenzi,23-Feb,,,,,
Wes Lee,@walker89368,,,,,,https://x.com/walker89368,https://x.com/walker89368,@KenyaPower hii wiki mlikua mnaanua stima zenu tu fwaa hata hamkujali nilikua nasomea exam. mangai nikipata supp nitakuja huko headquarters na panga,20-Apr,,,,,
Pinto,@pintspints,,,1.0,1.0,,https://x.com/pintspints,https://x.com/pintspints,@KenyaPower @KenyaPower_Care so leo mmeamua Rungiri wezi watuvamie juu hatuna stima,14-Feb,,,,,
The Caucasian Chalk Circle,@Certified__hate,,,,3.0,,https://x.com/Certified__hate,https://x.com/Certified__hate,@KenyaPower_Care  mliamua Thindigua kila siku ni kuzima stima for several hours?,9-Apr,,,,,
mista waziri ™,@ras_waziri,,,,,,https://x.com/ras_waziri,https://x.com/ras_waziri,@KenyaPower yaye muturudishie stima ....sasa tukule Kwa Giza,7-Mar,,,,,
Sajida Nyakao,@zyphatruto,,,,1.0,,https://x.com/zyphatruto,https://x.com/zyphatruto,@KenyaPower mturudishie stima 87 uthiru.,11-Jan,,,,,
Sajida Nyakao,@zyphatruto,,,,,,https://x.com/zyphatruto,https://x.com/zyphatruto,Sasa mbona mmeanua stima Huku 87?,12-Jan,,,,,
Ms_Mungai,@sheey_mungai,,,,1.0,,https://x.com/sheey_mungai,https://x.com/sheey_mungai,@KenyaPower  mmeamua aje...hamskii hatujakuwa na stima kutoka Jana usiku,15-Jan,,,,,
Grey Beard,@RickySp16073248,,,,1.0,,https://x.com/RickySp16073248,https://x.com/RickySp16073248,"Huku limuru hakuna stima bana.What is happening here.Area ni Thigio,limuru.Hakujakuwa na stima kutoka SAA saba.Tusaidie bana.",5-Jan,,,,,
Fab and Roll,@Fabandroll1,,,,,,https://x.com/Fabandroll1,https://x.com/Fabandroll1,@KenyaPower Hatuna stima hapa chambers road ngara kutoka Jana... kindly assist,14-Jan,,,,,
gilbert kaunda stima,@SuufStima,,,,1.0,,https://x.com/SuufStima,https://x.com/SuufStima,"@KenyaPower nini mbaya Transaction failed, M-PESA cannot complete payment of Ksh1,000.00 to KPLC. The Organization's system receiving the payment experienced some technical challenges, try again later.",10-Feb,,,,,
Jina-kubwa,@caloti,,,,,,https://x.com/caloti,https://x.com/caloti,@KenyaPower @KenyaPower_Care Mmetuchosha na hii stima yenyu kaeni nayo we don't need it. Useless people. Total failure. You can't do a simple thing as just having the lightson. Mshindwe mapepo nyinyi.,14-Jan,,,,,
gilbert kaunda stima,@SuufStima,,,,,,https://x.com/SuufStima,https://x.com/SuufStima,This is from yesterday,10-Feb,,,,,
Ghost of Kyiv,@_GhostOfKyiv,,,1.0,1.0,,https://x.com/_GhostOfKyiv,https://x.com/_GhostOfKyiv,"Hapa Nyahururu Site Phase 2, around ST. Monica Catholic Church stima watutengenezee waache mchezo. Zinapotea almost daily in the evening wanareconnect asubuhi. Some of of us rely on the power kuchapa kazi usiku. Its now three hours tangu zipotee. Who can I reach for help?",17-Jan,,,,,
sabz,@shaka43r,,,,,,https://x.com/shaka43r,https://x.com/shaka43r,"@KenyaPower please I authorise kateni stima kwetu kuna wageni wamekwamilia kwetu nkt nimetoka Job 6pm, 6:40pm wamekuja ata kama ni wa kanisa si ati tunajuana vile na hawakutushow wanakuja surely on a Wednesday si ati ni public holiday ama holiday dm for location please",7-Feb,,,,,
salim,@zuberiwaits,,,,,,https://x.com/zuberiwaits,https://x.com/zuberiwaits,@KenyaPower tala branch whats happening coz kila siku stima zinapotea from saa moja,5-Jan,,,,,
Bud_guy,@_BudBill,,,3.0,,,https://x.com/_BudBill,https://x.com/_BudBill,South B balozi hakuna stima,10-Feb,,,,,
Kendi Kinoti,@Kinoti6Kinoti,,,1.0,,,https://x.com/Kinoti6Kinoti,https://x.com/Kinoti6Kinoti,@KenyaPower what's with the frequent blacouts stima inapotea 7am hadi usiku?,20-Jan,,,,,
Nis Aria,@nniss_de,,,,,,https://x.com/nniss_de,https://x.com/nniss_de,@KenyaPower Pia stima zime nyeshewa zikaenda home.,5-Jan,,,,,
Taher Alibhai,@Taherzakir1,,,,,,https://x.com/Taherzakir1,https://x.com/Taherzakir1,@KenyaPower regesheni stima Mariakani town tafadhali,31-Jan,,,,,
Veteran,@Jim01164356,,,1.0,,,https://x.com/Jim01164356,https://x.com/Jim01164356,@KenyaPower at times muwachange ujinga. Huku lukenya stima inakuja ikipotea. Mnadhani tunaokotanga devices? Na ni Kila siku. Na vile hata mmepandiaha token price. What a shame to get such services from you. Kila siku lazima stima ipotee. Mmee akili. You can do better nkt.,27-Jan,,,,,
Live wire,@johnnymassive1,,,,,,https://x.com/johnnymassive1,https://x.com/johnnymassive1,@KenyaPower hakuna stima area ya mihango-gesora road usiku yote mpaka sai asubuhi. Kindly fix,29-Jan,,,,,
Johnstone Sakwa,@JohnstoneSakwa,,,,,,https://x.com/JohnstoneSakwa,https://x.com/JohnstoneSakwa,@KenyaPower No Power 3325590-01 near Lubinu Primary Kakamega.,11-Dec-16,,,,,
Johnstone Sakwa,@JohnstoneSakwa,,,,,,https://x.com/JohnstoneSakwa,https://x.com/JohnstoneSakwa,@KenyaPower 3325590-01 No power near Lubinu Secondary School Kakemega County.,11-Dec-16,,,,,
Matt Timothy Kinyoda,@hustlers_heaven,,,,1.0,,https://x.com/hustlers_heaven,https://x.com/hustlers_heaven,"@KenyaPower @KenyaPower_Care No power in Bamburi, Mwembelegeza area,",29-Dec-16,,,,,
Lawi,@lawrenceofula,,,,1.0,,https://x.com/lawrenceofula,https://x.com/lawrenceofula,@KenyaPower @KenyaPower_Care Hello reporting power shortage for the last 3days now . ref number 3044378 . No response .,30-Nov-16,,,,,
Wõrd Í§ Bõnd,@venom19c,,,,,,https://x.com/venom19c,https://x.com/venom19c,@KenyaPower You just dont cut off Power while im in a middle of a Wrestling Match.  Its uncouth & disrespectful.,27-Nov-16,,,,,
Stephen Simiyu,@Massafu,,,,1.0,,https://x.com/Massafu,https://x.com/Massafu,@KenyaPower @KenyaPower_Care @KenyaPowerAlert . No power at Emmanuel Court-Ruaka. Whole apartment affected. Check a/c 2451772-01.Assist.,30-Dec-16,,,,,
Mwa-Afrika,@Njoro9,,,,2.0,,https://x.com/Njoro9,https://x.com/Njoro9,@KenyaPower power outage reference number 2996368 please sort this line acct no. 3116620 @SeraNjoro @KenyaPower_Care,5-Nov-16,,,,,
Mwa-Afrika,@Njoro9,,1.0,,1.0,,https://x.com/Njoro9,https://x.com/Njoro9,@KenyaPower no power for the last 10 hours at account number 3116620-01you continue to fail us miserably @SeraNjoro @Ma3Route,4-Nov-16,,,,,
James Ngwiri,@ngwiriharun,,1.0,,2.0,,https://x.com/ngwiriharun,https://x.com/ngwiriharun,@KenyaPower @KenyaPower_Care Power blackout in Kahugu-ini Gatundu since 1900hrs. My A.c  no is 3055028,21-Dec-16,,,,,
i Am that Ngala,@TheNgala,,,,,,https://x.com/TheNgala,https://x.com/TheNgala,"@KenyaPower Bamburi, Mombasa, Coast, Kenya has no power currently. It's way too hot to have no power at this time...",30-Dec-16,,,,,
Son of Makanda,@mmakanda100,,,,1.0,,https://x.com/mmakanda100,https://x.com/mmakanda100,@Rapharl_musn  kindly let us know! If power is restored.,18-Dec-16,,,,,
JOkora,@JosephatOkora,,,,,,https://x.com/JosephatOkora,https://x.com/JosephatOkora,@KenyaPower what's the issue with power around Roysambu?,27-Nov-16,,,,,
Teddy Obiero,@teddyobiero,,2.0,,,,https://x.com/teddyobiero,https://x.com/teddyobiero,"@KenyaPower  plz restore power to Nyayo Embakasi, someone or us work 24hrs. Thanks",10-Nov-16,,,,,
I.Am.Muthoni,@muthoni8,,,,1.0,,https://x.com/muthoni8,https://x.com/muthoni8,@KenyaPower @KenyaPowerAlert @KenyaPower_Care power outage at amboseli area. Acc 3097149-01. Please assist,30-Dec-16,,,,,
