Post,Vader_sentiment_label,Post Link
acc power issue recurrent last daysthe faulty transformer malfunctioningnow lights dimhow sort issue,negative,
good evening mkatengeneza stima days later problem still persists lights kinyambu area stmarys girls adjacent areas faulty transformer,negative,
issue woodley flats power day yet since still power change transformer tiring every month year year,neutral,
kenya power long must begg emergency response transformer keep blowing every little rain darkness since yesterday must someone die fix lolwe estate kisumu,negative,
githurai mosque areayou took transformer since monday tuko kwa giza,neutral,
yaani stayed week without power guys come sorround transformer like want make burnt sacrifice leave,positive,
transformer firewill take century replace,neutral,
means changing faulty transformer ryt,negative,
power lavington ac transformer corner mbaazi avenue vanga rd,neutral,
power account since early morning survey garissa turns everyday disaster kindly need new transformer,negative,
transformer firewhy like endanger kenyans lives,positive,
lacking power week due faulty transformer transformer number githurai area kindly assist,positive,
cheptiret seiyo transformers exploded three weeks agowhat action takingover household affected,negative,
power hours later gachie kona transformer shamuka road blew kindly sort asapmeter,positive,
scckdygk confirmed ksh sent kplc prepaid account new mpesa balance ksh transaction cost kshamount transact within day pay waterkplc bill conveniently using mpesa want tokens,negative,
received call gilbert claiming kplc stating paid bill online shows fully paid kindly act conman,positive,
kind services offer theres power days solution provided somebody please explain guys asking fuel money come fix transformer issue,positive,
severe case undervoltage bamboo ridge estate along ndumbuinikanyariri road fortsmith area transformer serving us sparking connection since monday power waiting day person sent,negative,
staff visited mochengo market disconnected transformer walked away without word months later lenders daily basis auctioning us someone know eng joseph sirors handle need help,positive,
transformers near place making loud disturbing noises meru county buuri constituencysubuiga areakajana road,negative,
experiencing black fedha kwa ndege tassia transformer located attached mvwxx nairobi blew parts affected,negative,
transformer area removed could guys kindly follow upno action taken yet,positive,
hasnt generic answer always get still lights still works faulty transformer,negative,
soo sad workers take kenyans ride disconnect transformer go without completing work kaloleni ojimbo area please come investigate tired nkt,negative,
february bill long take guys rectify erroneous jan bill current readings,negative,
woke power disconnection even though bill paid,neutral,
lights last hrs anyone reading transformer capital stores rainbow resort get faulty every single day switch line every day since already overload help us businesses,negative,
sure whether whole organisation ruiru outstation alone serious transformer blew yesterday hrs reported issued ref team site address problem get update,negative,
please include plan ebuyenjere mumias west kakamega county transformer malfunctining since dece power black vulnerable criminals also able access services facilitated power tafadhali saidia,negative,
havent power since monday evening dr robert ouko primary school area complained yesterday nothing happened mtr number problem must transformer right next dr robert ouko memorial library,negative,
ive confirmed transformer thats vandalized replaced hear theres group thugs thats vandalizing transformers area,neutral,
havent power since monday pm complained issue booked reference number issue seems emanating transformer right next dr robert ouko memorial library mtr,negative,
days row power blackout muguga area kiambaa kiambu entire area served transformer muguga primary school normal occurrence something need know hurting,negative,
today encountered arrogant unreasonable staff worker took much pride disconnecting power bragging happily done many bussinesses room renegotiating clear pending bill,positive,
attendants especially rural area go read meters send bills estimated secondly meter totally default asked exchange keep saying dont three phase meter,neutral,
feedback regarding report power outage transformer lundhasrunga gem subcounty ac kplc siaya hasnt responded since may,neutral,
weeks since took transformer keore primary schoolnyakoe ward kisii county allegedly repairs people keore darkness time communication made whatsoever regards,negative,
hi transformer serving estate blew rain wind last night suppose early morning kindly assist ac,positive,
meter number help whole transformer blown streetlightseverywhere dark unsafe,positive,
yet maacre ruiru kimbo post fellwhich replaced yesterday since friday transformer spoilt since friday action taken far go solar,neutral,
theres burning transformer kerarapon drive,neutral,
experiencing power issues area due malfunctioning transformer please prioritize fixing save us ftom loses,positive,
power ancilla eldoret transformer blew yesterday progress,positive,
hey experiencing power issues area due malfunctioning transformer causing losses us residents please prioritize fixing swift action much needed meter,positive,
exactly one week transformer blewanother blow happened today please send helpwe whole week unstable lighting save us losses please,positive,
account mlingoa transformer area restore power,positive,
whats hard replacing old transformer cant blackout whole week,negative,
good evening number late giving post paid bills even several queries,positive,
please note offlate paying huge bills account im rarely house kindly send technician check problem ascertain whether could fault somewhere unwarranted connection powersawa,negative,
couple days ago transformer went hrs lights others rhino park road enjoying darkness tired,negative,
power parts mt kenya githurai share transformer,positive,
switched transformer last tuesday trim trees weve power others nearby restored discrimination tuko kangundo muisuni transf,positive,
cannot dial thing since last week ksm offices lying face rectified issue yet havent even stepped foot lolwe transformer today darkness helpless,negative,
please look fixing transformer msumarini kikambala since saturday,positive,
bamburi stima inasumbua every night cause transformer u please something,positive,
power days meru kinoru hospice transformer,neutral,
scxs confirmed ksh sent kplc prepaid account new mpesa balance ksh transaction cost kshamount transact within day pay waterkplc bill conveniently using mpesa app use paybill,negative,
scxs confirmed ksh sent kplc prepaid account new mpesa balance ksh transaction cost kshamount transact within day pay waterkplc bill conveniently usin,negative,
kindly send bill account self reading sent one week ago,positive,
kindly account ref mwiki wiltrue street times week experience blackout right transformer still lack electricity people far served transformer,positive,
meter number cheese area karangatha nyandarua httpcountyno power since yesterday afternoonplease send technicians transformer near ack church road goes past bongo primary secondary schools,positive,
requested quote electricity trans nzio unfortunately quotation given k expensive home use power neighbours power homesam required pay transformer double stands,negative,
long residents ndenderukiambu county continue suffer perennial power blackouts sort oldoverloaded transformers,negative,
theres power areas githunguri truck knocked transformer yesterday kindly assist,positive,
mmeshinda bas rudisheni stima hours lights scheduled maintenance alert,positive,
kindly advise outstanding bill lilian n,positive,
yaani ninunue stima saa tatu usiku mnitumie saa tatu asubuhi dont even care theres big problem company dont pay electricity bills fun necessity food spoiled nugu ici,negative,
power days meru kinoru hospice transformer,neutral,
saturday night pm estate suffers power outage usual transformer serving estate malfunction due shot circuit caused dangerously hanging power lines since permanent solution done,negative,
ngegi village nzambani location electricity one month whats happening replacement transformer,neutral,
koitobos road karen low voltage power since monday february one phase lost transformer reported days ago ref todate action made defect rectified follow calls today customer care reported technicians,negative,
sikhendu market transnzoia county power wks problem transformer businesses making losses going help us,negative,
please fix power seems like transformer issue,positive,
hello whats going electricity kirigiti one week transformer blow took two daysthen another day pm zimepotea tena please help us,positive,
low voltage last days pleas check nderi wanyee farm transformer conix please resolve suffering,negative,
dont lights pangani area opposite police station area transformer keeps issue guys dont fix kindly assist,negative,
surely guys kings mediocrity ineffectiveness cant catch break transformers issue lights going kimbo area near kwa kairo sort fucking mess,negative,
power areas within ruiru prisons scheduled maintenance neighbors power,neutral,
stayed long without electricity started getting used doesnt seem bad best thing electricity bill accumulating thus saving money ac,negative,
submetering contracting company collect token bills elevate power cost complex install multiple meters manage electricity model piloted successfully major trouble ahead kenyans must aware,positive,
worst experience get electricity payment future people paying directly tokens allocated submetering bill collector mpaya complicate submetering increase cost,negative,
provide one electricity bills november date,neutral,
reply yet scqcvx confirmed ksh sent kplc prepaid account pm new mpesa balance ksh transaction cost kshamount transact within day pay waterkplc bill conveniently,negative,
power issues oflate since transformer replaced unbearable every night theres power cut come back low voltage acc please get us clean new transformer kittaruni road behind nyali primary,positive,
greetings th day without power kinyambu area landmark stmarys girls kinyambu transformer faulty since sunday last week leaving us blackout week also kindly check dm,positive,
account team came yesterday disconnected power transformer near supreme supermarket never reconnected back since yesterday weve dark going reconnect power quickly possible,positive,
transformer exploded yesterday please urgently resolve,positive,
power outage past week samutet locationthe transformer serves community dispensary location transformerkericho countyainamoi constituencykapsoit wardsamutet sublocation near samutet primary school gatesamutet dispensary,neutral,
every two three days week darkness mwiki catholic road brown transformer one bothers restore power third day without power overloaded phase get shifted tired,negative,
would transformers installed ss still stand yrs tx burn literally endangering citizens life still spend whole week without rectifying,positive,
hellomy power since morning sharing transformer power,positive,
transformer explosion kasarani seasons havent power since monday kindly check meter number even texted dm guys still responding could please check,positive,
feedback guys appreciated engineers come site transformer replacement go back days without lights frustrating,positive,
good afternoon sirs today transformers exploded one another sasa back power please attend matter,positive,
reporting power outage transformer exploded days ago response ngong office merisho area happened foods spoilt fridges hard economy plus people cant work pay bills,negative,
please settle transformer slaughter house kisumu mamboleo affected scores businesses slaughter house multiple homes use transformer week total blackout,positive,
lack prompt replacement malfuction transfomers rural area really gigantic issue find customer care office mumias umpteenth times office full complaint eg ebuyenjere mumias west black since dece todat e sad,negative,
know lacking power several days quite funny happened cocacola area mlolongo lacked power since monday transformer reason taking action awaiting approval contractor machakos,positive,
new installed transformer hapa rungiri ilichomeka fuse leaving us power since tuesday night,neutral,
please check power eastern bypass kamakis near neema oasis schoolheard loud bang one transformers power went meter,positive,
hey paying reflecting dince last month paid january th bill still increasing currently tried paying shillings today still reflecting expect bill account,neutral,
challenges receiving bills get bill want disconnect asking receiving bills pay time,positive,
reaching guys power bill days response power since last night kplc,positive,
shuwalli days without power messages later ama mmenikulisha block pale kwa dm anyways th time power days kinyambu landmark stmarys girls transformer faulty one responding kindly respond,negative,
power areas around trm drive transformer blew around pavilion affecting surrounding areas kindly assist,positive,
given ref last evening surely blown fuse transformer tarmac highway take hours fix muchatha called charge kiambu even bother pick calls even text reply,positive,
lost power last night account number issued reference number transformer blew far power restoration could kindly send team look,positive,
account mununga village githiga location githunguri subcounty kiambu county power outage adj areas including githiga town power possible cause tripping communal transformer serves tens homes could githunguri office restore power,positive,
darkness tassia kwa ndege hospital area since yesterday night transformer exploded non staff come solve issue kindly haste process kplc,positive,
ignorant days power failure addition technicians tried fix blew almost burn neighborhood transformer blew,negative,
transformers short circuited near moi educational centre residents dark,neutral,
hello transformer exploded langata next whitestar academy someone come check weve electricity since,neutral,
keep posting electrical fault nothing done yet transformer perhaps problematic power repeatedly turns location isinya moi girls area,negative,
hello electricity kiambu road progress damaged transformers,negative,
acc power around thogoto base patrol area fuse one line transformer behind thirime primary thogoto kindly act,positive,
pcea murera karia transformer lights since yest kindly sort,positive,
guys least pick calls yesterday evening upto response team calls going kindly send team fix transformer donholm,positive,
dont power yesterday ruiru murera transformer one based jabezu hardware kindly something,positive,
power black transformer blew nd time week acct south c area,neutral,
power along kibo lane karen could need check transformer complaint acc kindly plan resolved,positive,
guys cant serious yet bill brought us shocking alafu hrs power rosellyn also ruaka power since yesterday,negative,
please respond dm cleared bill,positive,
really begged whole day dont electricity since yesterday business premises kids going hungry end month bills need paid kindly help losing mind right,positive,
power since yesterday,neutral,
nimenunu za hizo pesasbsggrvp confirmed ksh sent kplc prepaid account pm new mpesa balance ksh transaction cost kshamount transact within day pay waterkplc bill conveniently using,negative,
ive waiting tokens longest time assist please,positive,
hi paying shs pm electricity bill dnt heavy machinery heavy appliances normal lights tv assist rack bill turning lights tv monthly nb metre ni ile old,neutral,
whats happening bills recording wrong data previousareading n getting different reading ac billdate curread prevread units bill prevbal pay duedate,negative,
sbrcltasx confirmed ksh sent kplc prepaid account pm new mpesa balance ksh transaction cost kshamount transact within day pay waterkplc bill convenientl,negative,
sbsefrmfu confirmed ksh sent kplc prepaid account new mpesa balance transaction cost kshamount transact within day pay waterkplc bill conveniently using mpesa app use paybill,negative,
second day going without power morning evening kma apartments yet bills end month keeps skyrocketing wtf,negative,
sbjgodx confirmed ksh sent kplc prepaid account pm new mpesa balance ksh transaction cost kshamount transact within day pay waterkplc bill conveniently using mpesa app u,negative,
sbsegss confirmed ksh sent kplc prepaid account new mpesa balance ksh transaction cost kshamount transact within day pay waterkplc bill conveniently using mpesa app use pa,negative,
sbsdzvak confirmed ksh sent kplc prepaid account new mpesa balance ksh transaction cost kshamount transact within day pay waterkplc bill conveniently using mpesa app use,negative,
sbrddjwa confirmed ksh sent kplc prepaid account pm new mpesa balance ksh transaction cost kshamount transact within day pay waterkplc bill conveniently using mpesa app,negative,
start day without electricity going pay bills please dont electricity ruiru kimbo matangi road,positive,
sbrcxzo confirmed ksh sent kplc prepaid account pm new mpesa balance ksh transaction cost kshamount transact within day pay waterkplc bill conveniently using mpesa app,negative,
sbrdxot confirmed ksh sent kplc prepaid account pm new mpesa balance ksh transaction cost kshamount transact within day pay waterkplc bill conveniently using mpesa app use pa,negative,
know theres complaint account number since one cant report something transformer blowing repeatedly bit concerning kindly help,positive,
hi lights since yesterday kandara erea nyeri around transformer meter number,positive,
power outage account kindly expedite rains transformers blow ahh please assist,positive,
kutus kirinyaga outside ark gardens next transformer junction towards county offices power line producing dangerous sparks please assist,negative,
transformer ola njiru give high output voltage causing serious household damages,negative,
maintenance power lines blown away easily kenya full incompetent corrupt people fake transformers fake engineers incompetent management pathetic,negative,
mvua imeisha si mrudishe transformer mlianua regen dont power account number,negative,
hello kplc seems issue transformer around shell outering rd ac,neutral,
guys fix messed transformer njambi rd rongai becoming unpleasant n unprofessional,negative,
donholm blackout power transformer blast meter number,positive,
lights around kiamumbi police stationand transformer fire,negative,
technical team arrived took away transformer word replaced,neutral,
power kasarani lines made salt transformers made dry weather kasarani icipe,neutral,
power week going teoacct poweri think problem transformerwe complain like daily kisumu county mamboleo next mount sinai hospital christine pls help,positive,
power week going teoacct poweri think problem transformerwe complain like daily kisumu county mamboleo next mount sinai hospital christine pls help,positive,
sbrdumet confirmed ksh sent kplc prepaid account pm new mpesa balance ksh transaction cost kshamount transact within day pay waterkplc bill conveniently using mpesa app,negative,
im paying tariffs electricity bill shit response power failure,negative,
sbrdral confirmed ksh sent kplc prepaid account pm new mpesa balance ksh transaction cost kshamount transact within day pay waterkplc bill conveniently using mpesa app use paybil,negative,
sbrdodl confirmed ksh sent kplc prepaid account pm new mpesa balance ksh transaction cost kshamount transact within day pay waterkplc bill conveniently using mpesa app use paybill,negative,
sbrdodl confirmed ksh sent kplc prepaid account pm new mpesa balance ksh transaction cost kshamount transact within day pay waterkplc bill conveniently using mpesa app use paybill,negative,
sbrddl confirmed ksh sent kplc prepaid account pm new mpesa balance ksh transaction cost kshamount transact within day pay waterkplc bill conveniently using mpesa app us,negative,
sbrdodl confirmed ksh sent kplc prepaid account pm new mpesa balance ksh transaction cost kshamount transact within day pay waterkplc bill conveniently using get tokens,negative,
dont understand weve disconnected post bill discussed payment plan guys meter number paid k sat tried explain crew ground theyd hear none disappointed,positive,
sbrdzv confirmed ksh sent kplc prepaid account pm new mpesa balance ksh transaction cost kshamount transact within day pay waterkplc bill conveniently using mpesa app use paybill,negative,
bought tokens havent received sbrcpxy confirmed ksh sent kplc prepaid account pm new mpesa balance ksh transaction cost kshamount transact within day pay waterkplc bill conven,negative,
token yetsbrccluq confirmed ksh sent kplc prepaid account pm new mpesa balance ksh transaction cost kshamount transact within day pay waterkplc bill conveniently,negative,
sbrbiew confirmed ksh sent kplc prepaid account new mpesa balance kshkshamount transact within day pay waterkplc bill conveniently using mpesa app use paybill option lipa,negative,
used darknessand power bills still sky rocketing nonsense,negative,
sbrdjddb confirmed ksh sent kplc prepaid account pm new mpesa balance ksh transaction cost kshamount transact within day pay waterkplc bill conveniently using mpesa app use paybil,negative,
sbrbovp confirmed ksh sent kplc prepaid account pm new mpesa balance ksh transaction cost kshamount transact within day pay waterkplc bill conveniently using mpesa app use paybill,negative,
kindly give tokens bought sbrcjob confirmed ksh sent kplc prepaid account pm new mpesa balance kshxxx transaction cost kshamount transact within day pay waterkplc bill,positive,
still waiting tokens sbrca confirmed ksh sent kplc prepaid account pm new mpesa balance ksh transaction cost kshamount transact within day pay waterkplc bill,negative,
sbrbzult confirmed ksh sent kplc prepaid account pm new mpesa balance ksh transaction cost kshamount transact within day pay waterkplc bill conveniently using mpesa app use paybill,negative,
sbrcarxp confirmed ksh sent kplc prepaid account pm new mpesa balance ksh transaction cost kshamount transact within day pay waterkplc bill conveniently using mpesa app use paybill,negative,
sbrbkjl confirmed ksh sent kplc prepaid account pm new mpesa balance ksh transaction cost kshamount transact within day pay waterkplc bill conveniently using mpesa app use paybil,negative,
hello working unable check bill please dm,positive,
kplc replying tokens paid guys telling technical issue please check power wanna pay bill urgent,positive,
unable pay bills od platforms app wont register ussd sends gambling site mpesa payment hangs,negative,
lights since friday afternoon us work home without lights laptops wifi cant work supposed pay bills surely,positive,
please check post facebooktheres faulty transformer mtwapa,neutral,
power lucky summer area near pefa church keeps going rumours say transformer overloaded guys something better,positive,
still wondering services guys offer us transformer issue like days ago called one responded dark seriously cant anything location mbotela world bank houses frustrating,negative,
muthangari farm kiminini location tranzoia county power last one week transformer pulled kindly help,positive,
long dangerously hanging wires posts lasting solution done estate transformer,negative,
rongai around metropolitan challenge road unstable power since yesterday noon transformer challenge road identified main problem kindly send someone assess fix issue,negative,
days suffering without power making follow daily basis wont listen simnipatie bill ya fixing basi tusemange nilikosa pesa naomba retweet kplc waamke total incompetence,negative,
location busia county matayos subcounty mabale area near mabale secondary school day without power pay bills,positive,
adjusted price units range kwl post paid tarrifs bill shows usual kwh see dm details,neutral,
bills forex adjustments part bill dollars crying,negative,
transformer keeps blowing every two days replaced definitely overloaded new residentials apartment,positive,
muthangari farm kiminini location tranzoia county power last one weekthe whole transformer pulled whats problem,negative,
hello power since morning transformer near threw sparks bang account number nd parklands next oshwal college,positive,
three days power ole motondo road rongaiwe told u one transformers expert available one week kenya bila power compensate loses incurred,negative,
please note new transformer put last evening blew later night,positive,
update bill payments double pay already exhorbitantly inflated bills nkt,negative,
hello theres blown transformer lower kabete wangige near total petrol station kindly assist,positive,
dont understand go whole week without electricity today day transformer bado hamjarudisha uku zabibu area kimbo na mko kazi,neutral,
transformer blew dennis pritt hours ago updates repair,neutral,
dark nearby transformer blew still sparking till kindly avoid deaths blackout meter number,positive,
power outage parts kerugoya since friday morning till nowwe reported nearest kenya power station noone come fix itthe nearby transformer producing sparks dangerous people walking,negative,
phone number area kamau area along merunanyuki highway next kiirua market whole area blackout due transformer issuekindly note commercial residential area,positive,
woken loud explosion areas transformer token kindly look sorted,positive,
isnt normal looks like guesswork running manufacturing operation residential house want someone kplc look bills tell ok ona unyanyasaji,positive,
white sisters depot ngoingwa need install cctvs save brother pain human cctv,negative,
power ruiru toll account number transformer kv line blew,positive,
whole week residence kimbo area near st dominic catholic darkness transformer blew friday last week came thr faulty one wednesday still darkness incompetence surely sort us,negative,
seems problem main transformer erected ole tebes tebes center racecourse ward majority residents without power hrs kindly send team look,negative,
fair area blackout since last week friday transformer blew andyet station iko hapa ruiru like rural area plan team could say ignorance,positive,
hi fair area blackout since last week friday transformer blew andyet station iko hapa ruiru like rural area plan team could say ignorance,positive,
see incompetence design two weeks still counting repair replace faulty transformer kitui personnel ni matako sana switchoffkplc,negative,
experiencing power outage meter number since th month kimbo gwakairo said issues faulty transformer dismounted wednesday week kplc workers yet replaced,negative,
havent power since yesterday area aipca garrissa ndaraca murera theta ward good job replacing transformer line always issues every meter number tumeumia sana,positive,
hello power loud sparks heard near transformer near oshwal college account number nd parklands next oshwal college,positive,
hello power loud sparks heard near transformer near oshwal college account number nd parklands next oshwal college,positive,
reported last week experiencing short circuit lights county account number landmark kenani primary schoolbut nothing done happened next day transformer leaked fire,negative,
frequent outages chokaa behind qmp butchery past pastor kanyari transformerthe recent yesterday pm upto request lasting solution solve recurring blackouts reference number,positive,
ngong kibiko booster road lights since thursday month going send electricity bills kwanza high thats really nice honestly everytime past years old story think time issue raised completely,positive,
sblrifw confirmed ksh sent kplc account pm new mpesa balance kshxxxxxx transaction cost kshamount transact within day pay waterkplc bill conveniently using mpesa option lipa na mpesa,negative,
whats past weeks theres single day passes without whole day blackout sometimes even days expected conduct businesses yet paying light bills,neutral,
hi paid bill using mpesa paybill havent confirmed kenya power whats problem,negative,
hello im really unhappy certain rogue guy frm ur department came removed power cut fr whole rental bcoz pple havent cleared bills nw hw punish whole plot coz pple yet rest weve cleared bills ac,negative,
days without power kimbo zabibu area mlitoa mpaka transformer na hamjawai rudi businesses stopped expected pay taxes,negative,
hrs without power meter number entire neighbourhood served transformer tx power whole hours sort us like faithful bill payers,positive,
weve literally dark week kimbo kiambu guys take transformer days incident guess really priority days surely days,positive,
thank ill appreciate contact narok team fast track issue transformer,positive,
ac transformer blown power area loc kenyatta road maua opposite juja city mall kindly assist,positive,
power outage transformer malfunction resulting explosion kenyatta road kwa maua opp juja city mall metre number kindly expedite assistance,positive,
hello hours lights gikomba digo road transformer blew one come check cable lines cut hanging pole dangerous,negative,
transformer blew entire real estate sourh c power reported app nothing done,neutral,
power since last night transformers exploded started burning within estate till power restored work lively hood affected seriously please act speed restore power,positive,
last night fire power failure estate real estate south c major transformers tech arrived shut fire left need power back kindly send techs,negative,
power gikomba area day transformer blew day yesterday action yet business hurting please,negative,
gikomba area day power action transformer blew,neutral,
day three gikomba area nairobi power transformer blew something business hurting,negative,
hello kenya powerwe power issues utawala along kigwathi road outages every time yesterday people herespent quite repairing transformerwe okay pm houses sunny side court outage,positive,
last months bill seeing incomprehensible upward trajectory months seeing tripling normal bill absolutely change normal consumption normal,neutral,
sbmuqoym confirmed ksh sent kplc prepaid account pm new mpesa balance ksh transaction cost kshamount transact within day pay waterkplc bill conveniently using mpesa app use paybill,negative,
reason mpesa payment postpaid bill wont go,neutral,
ive sent meter pic etc email guys gave nothing done dont want major bill coming self readings reasons app wont allow,negative,
transformer blown power gone location polyview kisumu get emergency contact number kindly,positive,
replacing faulty transformer part public procurement process week dont know takes months whatthis darkness messing us upcome folks,negative,
latest reports details offgrid power stations thermal solar mini gridskm towers kv transmission substations distribution substationskm kv stepdown transformers customers,neutral,
real estate south c power explosion fire main transformers kindly attend emergency,negative,
weve darkness three weeks faulty transformer replacement takes ages kisumu offices promising either long wait kisumu riat kona mbaya area,negative,
transformer serving business premise removed last week operational fixed recommend,positive,
transformer issue power soo unstable cant stay minutes goes comes back,negative,
transformer blew ruaka karibu na decimal could please look,positive,
long take technical team replace fuse transformer five days response despite report still sending team must bribed,neutral,
ok could meantime let know much unit costs calculate bills,positive,
years since disconnected power former primary school kithianioaccount meter bloating bill whats way forward,neutral,
much unit cost currently calculate bills cause bills gradually getting ballooned lately,neutral,
mean buy transformer ndio niekewe stima siget,neutral,
blackout several days apparently wires hanging direct transformer house burnt yesternight transformer problem area zambezi kamuguga next igac church,negative,
kenya power harassing people cutting wires claiming lines illegal yet one paying tockens electricity bills walking dci offers whoa threatening people neighborhoods busia county,negative,
whats bill,neutral,
whats bill please,positive,
hello week since reported power failure nothing changed end shortage stuff members guys choosing ignore report end month end getting huge unreasonably bill,negative,
outage monday morningwe thought usual maintenance untill evning realised estate adjacent estates power localised transformer problem frequent problem would like movd diffrnt,negative,
hr since transformer blew ruiru kwihota next ack hakuna mtu amekuja post burnt nearly falling,negative,
transformer affected bird saturday umoja c still assistance,negative,
transformer affected bird saturday till electricity deem umoja c alot reference number vain,negative,
hello havebt power three months would please let us know get new transformer meter number location homabay county kachien location next manganga primary school,positive,
engineers know place well even phone number tell olepolos ngong know pay expensive dont lights till either need stop adding people existing transformers add new ones,negative,
ref months transformer failure physical follow ignore twitter never adequately follow hear transformer siaya personnel install,negative,
dont smart meters reconnect automatically exactly smart paid outstanding bill th feb th power reconnected issue,positive,
sbheirub confirmed ksh sent kplc prepaid account pm new mpesa balance ksh transaction cost kshamount transact within day pay waterkplc bill conveniently using mpesa app,negative,
theres faulty transformer umoja past days dont power area umoja c,negative,
weve power outages week phases technicians come quick fix kwa transformer leave right power need lasting solution ac,positive,
kindly intervene transformer replacement pending since december thro mumias west power office reference complaint number meter,positive,
transformer outside kiambu hospital blew tonight around please reinstate kiambu tow sorrounding power,positive,
samsvwnn confirmed ksh sent kplc prepaid account pm new mpesa balance ksh transaction cost kshamount transact within day pay waterkplc bill conveniently,negative,
check areasnot us lights personally ive problem lights pm im disappointing clients since work online thought today id compensate pay bills,negative,
issue bill,neutral,
reported transformer explosion outage via dm hour ago one responded,neutral,
hi kindly power kimbo st dominic area since yesterday night transformer spoilt kindly check,positive,
nd night going sleep darkness transformer seems burst flames jana jioni mtr area kimbo ruiru,negative,
reported earlier emergency reference number transformer wires sparking lights onoff please attend urgently,neutral,
people came cut power refuse pay bills entire block power pay,negative,
possible get bill,neutral,
pipeline stage mpya kenya power shortcircuted transformer left three weeks without power anything done noy fault,negative,
everyday power meter reading bill must done give huge bills power garissa bull iftin kindly help us air problems want new transformer,positive,
frequent blackouts week could power two days major challenge transformer fuse holder rotten plea changed considered kenya power collapsing,negative,
pay bill still working,negative,
hello piad kplc postpay bill via paybill account bt havent recieved message kenya power please help,positive,
please share latest bill,positive,
tokens received sbbszzk confirmed ksh sent kplc prepaid account pm new mpesa balance ksh transaction cost kshamount transact within day pay waterkplc bill conveniently,negative,
electricity pole leaning dangerously wiith wires hanging next transformer stova farm kindly expedite edd,positive,
transformer exploded leaking oil might send guys asap,neutral,
kindly check transformer iko roma area around kisii university way nyaura saveways transformer iko na power lakini fuse yake hutoka every time kuna upepo three days,positive,
maybe nairobi buy order new transformer new switch brings power line yrs issues,neutral,
hello theres power kandongo oyugis inhomabay county since yesterday night theres transformer way ramula hospital theres line thats kindly act,positive,
blackout akila area environstransformer loud bang midnight,neutral,
flat stema b house skuta waka area next ruringu pcea church nyeri county cut power one tenants paid hisher electricity bill individuals bill responsibility,negative,
comes flat stema b house skuta waka area next ruringu pcea church nyeri county cut power one tenants paid hisher individual post paid bill individuals bill responsibility tenants,negative,
landmark school nearby stfrancis nyacaba school maraba todate transformer yet back frustrated,negative,
till todate weve never gotten transformer still darkness frustrated,negative,
thank responding able top account make easy locate exact area dont electricity maybe try transformer directly opposite kingeero catholic church lower kabete,positive,
thank response challenge side unable update account easy exact location maybe may try ascertain addressing transformer right opposite kingeero catholic church lower kabete,positive,
hello experiencing blackout since monday kinyambu area transformer stmarys girls kinyambu faulty never replaced today scheduled power outage hope problem rectified end day thank,positive,
power outage past weeksince date date samutet location one attended location transformerkericho countyainamoi constituency kapsoit wardsamutet sublocation near samutet primary school gatesamutet dispensary gate,neutral,
account mununga village githiga location githunguri subcounty kiambu county low fluctuating voltage electricals electronics arent working problem could communal transformer could githunguri office rectify problem,positive,
transformer removed never replace darkness,positive,
account number kikuyu kidfamarco yesterday evening transformer makes noise power goes later restored us left powerless please restore power back,positive,
account mununga village githiga location githunguri subcounty kiambu county low fluctuating voltage rendering electrical electronic devices inoperable possible cause communal transformer could githunguri office rectify issue,negative,
youre worst ever organization inflate customers bills attendants arrogant rude bungoma office needs urgent cleanup check inflated bill account,negative,
disconnected power suffer people paying bills check balance disgruntled loyal customer,negative,
pay bill number working tried paying mpesa transaction failed,negative,
sbanzl confirmed ksh sent kplc prepaid account new mpesa balance ksh transaction cost kshamount transact within day pay waterkplc bill conveniently using mpesa app,negative,
naamka hakuna stima press laptop pay next kplc bill,negative,
havent received bill february sent decembers reading,neutral,
sbapjwzrl confirmed ksh sent kplc prepaid account pm new mpesa balance ksh transaction cost kshamount transact within day pay waterkplc bill conveniently using mpesa app use,negative,
sbbqkml confirmed ksh sent kplc prepaid account new mpesa balance ksh transaction cost kshamount transact within day pay waterkplc bill conveniently using mpesa app use p,negative,
hello live nairobi parents muranga maragua ridge theres power since november last year upto datethe issue reported engineers said transformer doesnt oil nothing even done ever since till last year,neutral,
pangani specifically adjacent coca cola depot transformer loose wire makes us dark time time kindly something matter always reported action ever taken,positive,
account mununga village githiga location githunguri subcounty kiambu county fluctuating voltage frequent brief power interruptions electronics risk githunguri office job check communal transformer,negative,
account mununga village githiga location githunguri subcounty kiambu county low power voltage frequent brief power interruptions problem could communal transformer handling demand githunguri office please assist,negative,
january power bill ksh,neutral,
possible individual house hold get bill k,neutral,
dont give people postpaid accurate bills pay friday today asking pay,negative,
need explanation per reason two meters bills come energy rate consumption different meter kwh x x meter b kwh x x,positive,
lights since last evening gataka road transformer,neutral,
sbapnbgky confirmed ksh sent kplc prepaid account pm new mpesa balance ksh transaction cost kshamount transact within day pay waterkplc bill conveniently using mpesa app use paybil,negative,
kenya power started using business number bill payments still use please advise,positive,
yet get solution bill sent thats roof,positive,
month dont bother giving us bill pull tweets mine blackout evidence cannot blackout thinks shall forget,negative,
paid token yesterday pay bill upto response money already deducted mpesa account money ksh refunded,negative,
sbbtyia confirmed ksh sent kplc prepaid account pm new mpesa balance ksh transaction cost kshamount transact within day pay waterkplc bill conveniently using mpesa,negative,
