Author,Handle,Media URL,Reposts,Likes,Comments,Views,Post Link,Profile Link,Post,Date
tracy,@treicywayne,,,,2,48,https://x.com/treicywayne/status/1748276767859540192,https://x.com/treicywayne,"@KenyaPower_Care  good afternoon, we are experiencing power interruption in riruta satellite kwa maji stage near Kenya redeemed church  mtr no 37163115118",19-Jan
Myra Paul,@myra27307,,,,,56,https://x.com/myra27307/status/1748084942976770064,https://x.com/myra27307,Hello repeated power interruption around kagumo high school for the past one week,18-Jan
Stacy Kigoro,@stacy_kigoro,,,,2,504,https://x.com/stacy_kigoro/status/1747890804075463160,https://x.com/stacy_kigoro,"No lights in utawala and it’s not in the scheduled power interruption list 
It’s really inconveniencing",18-Jan
davidmiano,@davidmiano46,,,1,,70,https://x.com/davidmiano46/status/1747879064805761455,https://x.com/davidmiano46,Is there interruption today in utawala,18-Jan
Ibu Tonui,@Ibrahim_Tonui,,,1,,20,https://x.com/Ibrahim_Tonui/status/1747868062282375570,https://x.com/Ibrahim_Tonui,@KenyaPower_Care please advise on scheduled power interruption for Thursday.,18-Jan
Amukoa Peter,@AmukoaP,,1,1,1,80,https://x.com/AmukoaP/status/1747638310820884889,https://x.com/AmukoaP,@KenyaPower_Care good evening KPLC this is day 4 with power interruption because of a sagging live conduct across the road,17-Jan
Wanjikú|• #NdíMũCeeRÅ,@MsWWanjiku,,,1,,67,https://x.com/MsWWanjiku/status/1747598752917917976,https://x.com/MsWWanjiku,Check your inbox/DM for an interruption query from 9.00 am that is not in your schedule.,17-Jan
Adrianne Akinyi,@adrianne_akinyi,,,,,31,https://x.com/adrianne_akinyi/status/1747316806644056298,https://x.com/adrianne_akinyi,Your DM response is nothing towards the above mentioned expected interruption for tomorrow,16-Jan
Sitawa Anne,@annesitawa,,,,1,41,https://x.com/annesitawa/status/1746094940092776859,https://x.com/annesitawa,@KenyaPower_Care meter no  14252838389 .Garden estate near Rubis petrol station power interruption since 6am.,13-Jan
Wanjiru Mbugua,@jennifer_mbugua,,,1,1,167,https://x.com/jennifer_mbugua/status/1745728094617346310,https://x.com/jennifer_mbugua,@KenyaPower_Care  we’ve not had power in Thindigua since morning but I haven’t seen any notification on scheduled power interruption here.,12-Jan
Kiamati Edwin,@KiamatiE,,,,1,98,https://x.com/KiamatiE/status/1745701358798327968,https://x.com/KiamatiE,@KenyaPower_Care do we have a scheduled power interruption in Kamakis Eastern Bypass?,12-Jan
Anna Wanjiru,@anna_dives,,,,2,27,https://x.com/anna_dives/status/1745364952582373542,https://x.com/anna_dives,@KenyaPower_Care 3rd time this week there is powet interruption in Ngumo. Kindly whats going on? Reference number10535196,11-Jan
Catherine Ritah,@ritahmwagira,,1,,,47,https://x.com/ritahmwagira/status/1745030419374907833,https://x.com/ritahmwagira,@KenyaPower_Care we are not scheduled for interruption at 54400862519 kindly assist,10-Jan
Sean muinde,@MuindeSean,,,1,,306,https://x.com/MuindeSean/status/1744747662132269085,https://x.com/MuindeSean,Any planned interruption in Masii today?,9-Jan
EveKhoi,@Wam_eve,,,,3,98,https://x.com/Wam_eve/status/1744302433424023576,https://x.com/Wam_eve,@KenyaPower_Care WTH is wrong with you people?? Everyday power interruption in Rongai. How do you expect us to work? And you still want your bill paid. Style up!,8-Jan
Mis Kui,@MisKui5,,,,1,134,https://x.com/MisKui5/status/1744271612021481839,https://x.com/MisKui5,"No lights in rongai, we are not scheduled for interruption",8-Jan
Cali Shire diff....Ortho trauma,@inakideef,,,,,29,https://x.com/inakideef/status/1744026664395272442,https://x.com/inakideef,It's in ur Dm i want to know why i get power interruption everyday btwn 12pm to 4pm... Why,7-Jan
Dennis Wanjohi,@Kavashia_,,,1,1,149,https://x.com/Kavashia_/status/1743897930136691127,https://x.com/Kavashia_,@KenyaPower_Care Kasarani Power Outage! Its a Sunday good people. Also its the second day with this unplanned interruption. Expedite tafadhalini.,7-Jan
Gracy,@ShirushiGracy,,,,1,54,https://x.com/ShirushiGracy/status/1742251791620940187,https://x.com/ShirushiGracy,"@KenyaPower_Care  what's happening? Everyday in Kiambu town and nearby environs there's power interruption, both during the day and at night some of us work at night and you're really inconviniecing us.",2-Jan
Catherine Ritah,@ritahmwagira,,1,,,47,https://x.com/ritahmwagira/status/1745030419374907833,https://x.com/ritahmwagira,@KenyaPower_Care we are not scheduled for interruption at 54400862519 kindly assist,10-Jan
Sean muinde,@MuindeSean,,,1,,306,https://x.com/MuindeSean/status/1744747662132269085,https://x.com/MuindeSean,Any planned interruption in Masii today?,9-Jan
EveKhoi,@Wam_eve,,,,3,98,https://x.com/Wam_eve/status/1744302433424023576,https://x.com/Wam_eve,@KenyaPower_Care WTH is wrong with you people?? Everyday power interruption in Rongai. How do you expect us to work? And you still want your bill paid. Style up!,8-Jan
Mis Kui,@MisKui5,,,,1,134,https://x.com/MisKui5/status/1744271612021481839,https://x.com/MisKui5,"No lights in rongai, we are not scheduled for interruption",8-Jan
Cali Shire diff....Ortho trauma,@inakideef,,,,,29,https://x.com/inakideef/status/1744026664395272442,https://x.com/inakideef,It's in ur Dm i want to know why i get power interruption everyday btwn 12pm to 4pm... Why,7-Jan
Dennis Wanjohi,@Kavashia_,,,1,1,149,https://x.com/Kavashia_/status/1743897930136691127,https://x.com/Kavashia_,@KenyaPower_Care Kasarani Power Outage! Its a Sunday good people. Also its the second day with this unplanned interruption. Expedite tafadhalini.,7-Jan
Gracy,@ShirushiGracy,,,,1,54,https://x.com/ShirushiGracy/status/1742251791620940187,https://x.com/ShirushiGracy,"@KenyaPower_Care  what's happening? Everyday in Kiambu town and nearby environs there's power interruption, both during the day and at night some of us work at night and you're really inconviniecing us.",2-Jan
